1,3,imdb
Shameik Moore,Miles Morales (voice),tt4633694
Jake Johnson,Peter B. Parker (voice),tt4633694
Hailee Steinfeld,Gwen Stacy (voice),tt4633694
Mahershala Ali,Uncle Aaron (voice),tt4633694
Brian Tyree Henry,Jefferson Davis (voice),tt4633694
Lily Tomlin,Aunt May (voice),tt4633694
Luna Lauren Velez,Rio Morales (voice),tt4633694
Zoë Kravitz,Mary Jane (voice),tt4633694
John Mulaney,Spider-Ham (voice),tt4633694
Kimiko Glenn,Peni Parker (voice),tt4633694
Alden Ehrenreich,Han Solo,tt3778644
Joonas Suotamo,Chewbacca,tt3778644
Woody Harrelson,Beckett,tt3778644
Emilia Clarke,Qi'ra,tt3778644
Donald Glover,Lando Calrissian,tt3778644
Thandie Newton,Val,tt3778644
Phoebe Waller-Bridge,L3-37,tt3778644
Paul Bettany,Dryden Vos,tt3778644
Jon Favreau,Rio Durant (voice),tt3778644
Erin Kellyman,Enfys Nest,tt3778644
Hailee Steinfeld,Charlie,tt4701182
Jorge Lendeborg Jr.,Memo,tt4701182
John Cena,Agent Burns,tt4701182
Jason Drucker,Otis,tt4701182
Pamela Adlon,Sally,tt4701182
Stephen Schneider,Ron,tt4701182
Ricardo Hoyos,Tripp,tt4701182
John Ortiz,Dr. Powell,tt4701182
Glynn Turman,General Whalen,tt4701182
Len Cariou,Uncle Hank,tt4701182
Adam Sandler,Dracula (voice),tt5220122
Andy Samberg,Johnny (voice),tt5220122
Selena Gomez,Mavis (voice),tt5220122
Kevin James,Frankenstein (voice),tt5220122
Fran Drescher,Eunice (voice),tt5220122
Steve Buscemi,Wayne (voice),tt5220122
Molly Shannon,Wanda (voice),tt5220122
David Spade,Griffin (voice),tt5220122
Keegan-Michael Key,Murray (voice),tt5220122
Jim Gaffigan,Van Helsing (voice),tt5220122
John C. Reilly,Ralph (voice),tt5848272
Sarah Silverman,Vanellope (voice),tt5848272
Gal Gadot,Shank (voice),tt5848272
Taraji P. Henson,Yesss (voice),tt5848272
Jack McBrayer,Felix (voice),tt5848272
Jane Lynch,Calhoun (voice),tt5848272
Alan Tudyk,KnowsMore (voice),tt5848272
Alfred Molina,Double Dan (voice),tt5848272
Ed O'Neill,Mr. Litwak (voice),tt5848272
Sean Giambrone,The Eboy (voice),tt5848272
Jason Statham,Jonas Taylor,tt4779682
Bingbing Li,Suyin (as Li Bingbing),tt4779682
Rainn Wilson,Morris,tt4779682
Cliff Curtis,Mac,tt4779682
Winston Chao,Zhang,tt4779682
Shuya Sophia Cai,Meiying (as Sophia Cai),tt4779682
Ruby Rose,Jaxx,tt4779682
Page Kennedy,DJ,tt4779682
Robert Taylor,Heller,tt4779682
Ólafur Darri Ólafsson,The Wall,tt4779682
Haoran Liu,Qin Feng / Chin Fong,tt7752454
Baoqiang Wang,Tang Ren,tt7752454
Yang Xiao,Song Yi,tt7752454
Natasha Liu Bordizzo,Chen Ying,tt7752454
Yuxian Shang,Kiko,tt7752454
Xun Wang,Lu Guofu,tt7752454
Satoshi Tsumabuki,Noda Hiroshi,tt7752454
Michael Pitt,Dr. James Springfield,tt7752454
Bai Ling,Aaimali Kunara,tt7752454
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,tt7752454
Yi Zhang,Yang Rui,tt6878882
Johnny Huang,Gu Shun (as Huang Jingyu),tt6878882
Hai-Qing,Xia Nan,tt6878882
Jiang Du,Xu Hong,tt6878882
Luxia Jiang,Tong Li,tt6878882
Sanâa Alaoui,Ina,tt6878882
Fang Yin,Li Dong,tt6878882
Yutian Wang,Zhang Tiande,tt6878882
Jiahao Guo,Lu Chen (as Guo Yubin),tt6878882
Henry Prince Mak,Zhuang Yu (as Henry Mai),tt6878882
Tye Sheridan,Parzival / Wade,tt1677720
Olivia Cooke,Art3mis / Samantha,tt1677720
Ben Mendelsohn,Sorrento,tt1677720
Lena Waithe,Aech / Helen,tt1677720
T.J. Miller,I-R0k,tt1677720
Simon Pegg,Curator / Ogden Morrow,tt1677720
Mark Rylance,Anorak / Halliday,tt1677720
Philip Zhao,Sho,tt1677720
Win Morisaki,Daito,tt1677720
Hannah John-Kamen,F'Nale Zandor,tt1677720
Paul Rudd,Scott Lang / Ant-Man,tt5095030
Evangeline Lilly,Hope Van Dyne / Wasp,tt5095030
Michael Peña,Luis,tt5095030
Walton Goggins,Sonny Burch,tt5095030
Bobby Cannavale,Paxton,tt5095030
Judy Greer,Maggie,tt5095030
T.I.,Dave (as Tip 'T.I.' Harris),tt5095030
David Dastmalchian,Kurt,tt5095030
Hannah John-Kamen,Ava / Ghost,tt5095030
Abby Ryder Fortson,Cassie,tt5095030
Johnny Depp,Grindelwald,tt4123430
Kevin Guthrie,Abernathy,tt4123430
Carmen Ejogo,Seraphina Picquery,tt4123430
Wolf Roth,Spielman,tt4123430
Eddie Redmayne,Newt Scamander,tt4123430
Zoë Kravitz,Leta Lestrange,tt4123430
Callum Turner,Theseus Scamander,tt4123430
Derek Riddell,Torquil Travers,tt4123430
Cornell John,Arnold Guzman (as Cornell S. John),tt4123430
Ezra Miller,Credence Barebone,tt4123430
Ryan Reynolds,Wade Wilson / Deadpool / Voice of Juggernaut,tt5463162
Josh Brolin,Cable,tt5463162
Morena Baccarin,Vanessa,tt5463162
Julian Dennison,Firefist,tt5463162
Zazie Beetz,Domino,tt5463162
T.J. Miller,Weasel,tt5463162
Leslie Uggams,Blind Al,tt5463162
Karan Soni,Dopinder,tt5463162
Brianna Hildebrand,Negasonic Teenage Warhead,tt5463162
Jack Kesy,Black Tom,tt5463162
Tom Cruise,Ethan Hunt,tt4912910
Henry Cavill,August Walker,tt4912910
Ving Rhames,Luther Stickell,tt4912910
Simon Pegg,Benji Dunn,tt4912910
Rebecca Ferguson,Ilsa Faust,tt4912910
Sean Harris,Solomon Lane,tt4912910
Angela Bassett,Erika Sloane,tt4912910
Vanessa Kirby,The White Widow,tt4912910
Michelle Monaghan,Julia,tt4912910
Wes Bentley,Erik,tt4912910
Rami Malek,Freddie Mercury,tt1727824
Lucy Boynton,Mary Austin,tt1727824
Gwilym Lee,Brian May,tt1727824
Ben Hardy,Roger Taylor,tt1727824
Joseph Mazzello,John Deacon (as Joe Mazzello),tt1727824
Aidan Gillen,John Reid,tt1727824
Allen Leech,Paul Prenter,tt1727824
Tom Hollander,Jim Beach,tt1727824
Mike Myers,Ray Foster,tt1727824
Aaron McCusker,Jim Hutton,tt1727824
Jason Momoa,Arthur,tt1477834
Amber Heard,Mera,tt1477834
Willem Dafoe,Vulko,tt1477834
Patrick Wilson,King Orm,tt1477834
Nicole Kidman,Atlanna,tt1477834
Dolph Lundgren,King Nereus,tt1477834
Yahya Abdul-Mateen II,Manta,tt1477834
Temuera Morrison,Tom Curry,tt1477834
Ludi Lin,Captain Murk,tt1477834
Michael Beach,Jesse (Manta's Father),tt1477834
Craig T. Nelson,Bob Parr / Mr. Incredible (voice),tt3606756
Holly Hunter,Helen Parr / Elastigirl (voice),tt3606756
Sarah Vowell,Violet Parr (voice),tt3606756
Huck Milner,Dashiell Parr (Dash) (voice) (as Huckleberry Milner),tt3606756
Catherine Keener,Evelyn Deavor (voice),tt3606756
Eli Fucile,Jack-Jack Parr (voice),tt3606756
Bob Odenkirk,Winston Deavor (voice),tt3606756
Samuel L. Jackson,Lucius Best / Frozone (voice),tt3606756
Michael Bird,Tony Rydinger (voice),tt3606756
Sophia Bush,Voyd (voice),tt3606756
Chris Pratt,Owen Grady,tt4881806
Bryce Dallas Howard,Claire Dearing,tt4881806
Rafe Spall,Eli Mills,tt4881806
Justice Smith,Franklin Webb,tt4881806
Daniella Pineda,Zia Rodriguez,tt4881806
James Cromwell,Benjamin Lockwood,tt4881806
Toby Jones,Mr. Eversoll,tt4881806
Ted Levine,Ken Wheatley,tt4881806
Jeff Goldblum,Ian Malcolm,tt4881806
BD Wong,Dr. Wu,tt4881806
Chadwick Boseman,T'Challa / Black Panther,tt1825683
Michael B. Jordan,Erik Killmonger,tt1825683
Lupita Nyong'o,Nakia,tt1825683
Danai Gurira,Okoye,tt1825683
Martin Freeman,Everett K. Ross,tt1825683
Daniel Kaluuya,W'Kabi,tt1825683
Letitia Wright,Shuri,tt1825683
Winston Duke,M'Baku,tt1825683
Sterling K. Brown,N'Jobu,tt1825683
Angela Bassett,Ramonda,tt1825683
Robert Downey Jr.,Tony Stark / Iron Man,tt4154756
Chris Hemsworth,Thor,tt4154756
Mark Ruffalo,Bruce Banner / Hulk,tt4154756
Chris Evans,Steve Rogers / Captain America,tt4154756
Scarlett Johansson,Natasha Romanoff / Black Widow,tt4154756
Don Cheadle,James Rhodes / War Machine,tt4154756
Benedict Cumberbatch,Doctor Strange,tt4154756
Tom Holland,Peter Parker / Spider-Man,tt4154756
Chadwick Boseman,T'Challa / Black Panther,tt4154756
Zoe Saldana,Gamora,tt4154756
Margot Robbie,Tonya,tt5580036
Sebastian Stan,Jeff,tt5580036
Allison Janney,LaVona,tt5580036
Julianne Nicholson,Diane Rawlinson,tt5580036
Paul Walter Hauser,Shawn,tt5580036
Bobby Cannavale,Martin Maddox,tt5580036
Bojana Novakovic,Dody Teachman,tt5580036
Caitlin Carver,Nancy Kerrigan,tt5580036
Maizie Smith,Tonya (3 1 / 2 Yrs),tt5580036
Mckenna Grace,Tonya (8-12 Yrs),tt5580036
Matt Damon,Paul Safranek,tt1389072
Christoph Waltz,Dusan Mirkovic,tt1389072
Hong Chau,Ngoc Lan Tran,tt1389072
Kristen Wiig,Audrey Safranek,tt1389072
Rolf Lassgård,Dr. Jorgen Asbjørnsen,tt1389072
Ingjerd Egeberg,Anne-Helene Asbjørnsen,tt1389072
Udo Kier,Konrad,tt1389072
Søren Pilmark,Dr. Andreas Jacobsen,tt1389072
Jason Sudeikis,Dave Johnson,tt1389072
Maribeth Monroe,Carol Johnson,tt1389072
Hyun Bin,Lim Cheol-ryung,tt5606538
Hae-jin Yoo,Kang Jin-tae,tt5606538
Ju-hyuk Kim,Cha Gi-sung,tt5606538
Hae-Young Lee,Detective Squad Chief Pyo,tt5606538
Young-nam Jang,So-yeon,tt5606538
Yoona,Park Min-young (as Yoon-a Lim),tt5606538
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,tt5606538
Jeong-hwan Kong,Sung Kang,tt5606538
Dong-hwi Lee,Park Myung-ho (as Dong-Hwi Lee),tt5606538
Dash You,Building reception man,tt5606538
Kumail Nanjiani,Kumail,tt5462602
Zoe Kazan,Emily,tt5462602
Holly Hunter,Beth,tt5462602
Ray Romano,Terry,tt5462602
Anupam Kher,Azmat,tt5462602
Zenobia Shroff,Sharmeen,tt5462602
Adeel Akhtar,Naveed,tt5462602
Bo Burnham,CJ,tt5462602
Aidy Bryant,Mary,tt5462602
Kurt Braunohler,Chris,tt5462602
Michelle Williams,Gail Harris,tt5294550
Christopher Plummer,J. Paul Getty,tt5294550
Mark Wahlberg,Fletcher Chace,tt5294550
Romain Duris,Cinquanta,tt5294550
Timothy Hutton,Oswald Hinge,tt5294550
Charlie Plummer,John Paul Getty III,tt5294550
Charlie Shotwell,John Paul Getty III (Age 7),tt5294550
Andrew Buchan,John Paul Getty II,tt5294550
Marco Leonardi,Mammoliti,tt5294550
Giuseppe Bonifati,Giovanni Iacovoni,tt5294550
Uzo Aduba,Queen Novo (voice),tt4131800
Ashleigh Ball,Applejack / Rainbow Dash (voice),tt4131800
Adam Bengis,Code Red (voice),tt4131800
Emily Blunt,Tempest Shadow / Fizzlepop Berrytwist (voice),tt4131800
Kristin Chenoweth,Princess Skystar (voice),tt4131800
Michelle Creber,Applebloom (voice),tt4131800
Taye Diggs,Capper (voice),tt4131800
Brian Dobson,Verko / Additional Voices (voice),tt4131800
Michael Dobson,Bulk Biceps / Canterlot & Klugetown Featured Voices (voice),tt4131800
Andrea Libman,Fluttershy / Pinkie Pie (voice),tt4131800
Amy Schumer,Emily Middleton,tt2334871
Kim Caramele,Shopper,tt2334871
Raven Goodwin,Lew,tt2334871
Katie Dippold,Shopper,tt2334871
Randall Park,Michael,tt2334871
Goldie Hawn,Linda Middleton,tt2334871
Ike Barinholtz,Jeffrey Middleton,tt2334871
Luis R. Espinoza,Taxi Driver,tt2334871
Luis F. Ramirez,Man with Tray,tt2334871
Daniel Bess,Front Desk Clerk,tt2334871
Amandla Stenberg,Maddy,tt5001718
Nick Robinson,Olly,tt5001718
Anika Noni Rose,Pauline,tt5001718
Ana de la Reguera,Carla,tt5001718
Taylor Hickson,Kayra,tt5001718
Danube Hermosillo,Rosa (as Danube R. Hermosillo),tt5001718
Dan Payne,Joe,tt5001718
Fiona Loewi,Mae,tt5001718
Sage Brocklebank,Astronaut,tt5001718
Robert Lawrenson,Mr. Waterman,tt5001718
Eugenio Derbez,Maximo,tt4795124
Salma Hayek,Sara,tt4795124
Raphael Alejandro,Hugo,tt4795124
Rob Lowe,Rick,tt4795124
Kristen Bell,Cindy,tt4795124
Mckenna Grace,Arden,tt4795124
Raquel Welch,Celeste,tt4795124
Linda Lavin,Millicent,tt4795124
Renée Taylor,Peggy,tt4795124
Rob Corddry,Quincy,tt4795124
Steven Yeun,Bo (voice),tt4587656
Keegan-Michael Key,Dave (voice),tt4587656
Aidy Bryant,Ruth (voice),tt4587656
Gina Rodriguez,Mary (voice),tt4587656
Zachary Levi,Joseph (voice),tt4587656
Christopher Plummer,Herod (voice),tt4587656
Ving Rhames,Thaddeus (voice),tt4587656
Gabriel Iglesias,Rufus (voice),tt4587656
Kelly Clarkson,Leah (voice),tt4587656
Anthony Anderson,Zach (voice),tt4587656
Idris Elba,Ben Bass,tt2226597
Kate Winslet,Alex Martin,tt2226597
Beau Bridges,Walter,tt2226597
Dermot Mulroney,Mark,tt2226597
Linda Sorensen,Pamela,tt2226597
Vincent Gale,Airline Customer Service,tt2226597
Marci T. House,Airline Rep,tt2226597
Dania Nassar,Female Patient (Mrs. Qabbani),tt2226597
Lee Majdoub,Translator,tt2226597
Andres Joseph,Dinner Guest,tt2226597
Will Arnett,Surly (voice),tt3486626
Maya Rudolph,Precious (voice),tt3486626
Bobby Cannavale,Frankie (voice),tt3486626
Bobby Moynihan,Mayor Muldoon (voice),tt3486626
Isabela Moner,Heather (voice),tt3486626
Peter Stormare,Gunther (voice),tt3486626
Gabriel Iglesias,Jimmy (voice) (as Gabriel 'Fluffy' Iglesias),tt3486626
Jeff Dunham,Mole (voice),tt3486626
Sebastian Maniscalco,Johnny (voice),tt3486626
Kari Wahlgren,Jamie / Additional Voices (voice),tt3486626
Dylan O'Brien,Mitch Rapp,tt1961175
Charlotte Vega,Katrina,tt1961175
Christopher Bomford,Bartender,tt1961175
Chris Webster,Mansur Recruit Video,tt1961175
Shahid Ahmed,Adnan Al-Mansur,tt1961175
Buster Reeves,Martial Arts Instructor,tt1961175
Nick Cavaliere,Building Superintendent,tt1961175
Simon Connolly,NSA Techie,tt1961175
Yousef 'Joe' Sweid,Khaled (as Yousef Sweid),tt1961175
Joost Janssen,American Operator (Mansur Compound),tt1961175
Saoirse Ronan,Lady Bird McPherson,tt4925292
Laurie Metcalf,Marion McPherson,tt4925292
Tracy Letts,Larry McPherson,tt4925292
Lucas Hedges,Danny O'Neill,tt4925292
Timothée Chalamet,Kyle Scheible,tt4925292
Beanie Feldstein,Julie Steffans,tt4925292
Lois Smith,Sister Sarah Joan,tt4925292
Stephen McKinley Henderson,Father Leviatch,tt4925292
Odeya Rush,Jenna Walton,tt4925292
Jordan Rodrigues,Miguel McPherson,tt4925292
Kang-ho Song,Man-seob / Kim,tt6878038
Thomas Kretschmann,Peter,tt6878038
Hae-jin Yoo,Tae-sul / Hwang,tt6878038
Jun-yeol Ryu,Jae-sik / Gu,tt6878038
Hyuk-kwon Park,Reporter Choi,tt6878038
Gwi-hwa Choi,Undercover Military Chief,tt6878038
Soon-bae Cha,Driver Cha,tt6878038
Sin Dam-soo,Driver Shin,tt6878038
Lee Ho-Cheol,Hong Yong-pyo,tt6878038
Seong-hyeon Ryoo,Driver Ryoo,tt6878038
Matilda Anna Ingrid Lutz,Julia (as Matilda Lutz),tt0498381
Alex Roe,Holt,tt0498381
Johnny Galecki,Gabriel,tt0498381
Vincent D'Onofrio,Burke,tt0498381
Aimee Teegarden,Skye,tt0498381
Bonnie Morgan,Samara,tt0498381
Se Oh,Blue (as Chuck Willis),tt0498381
Patrick R. Walker,Jamal (as Patrick Walker),tt0498381
Zach Roerig,Carter,tt0498381
Laura Wiggins,Faith (as Laura Slade Wiggins),tt0498381
Salman Khan,Tiger / Avinash Singh Rathore,tt5956100
Katrina Kaif,Zoya,tt5956100
Kashmira Irani,Sana,tt5956100
Paresh Rawal,Theuban / Firdaus,tt5956100
Anupriya Goenka,Poorna,tt5956100
Angad Bedi,Namit,tt5956100
Kumud Mishra,Rakesh,tt5956100
Ivan Rodrigues,India's Ambassador to Iraq,tt5956100
Nawab Shah,Pawan,tt5956100
Zachary Coffin,Garry,tt5956100
Sam Worthington,Mack Phillips,tt2872518
Octavia Spencer,Papa,tt2872518
Tim McGraw,Willie,tt2872518
Radha Mitchell,Nan Phillips,tt2872518
Megan Charpentier,Kate Phillips,tt2872518
Gage Munroe,Josh Phillips,tt2872518
Amélie Eve,Missy Phillips (as Amelie Eve),tt2872518
Avraham Aviv Alush,Jesus,tt2872518
Sumire,Sarayu,tt2872518
Alice Braga,Sophia,tt2872518
Charlize Theron,Lorraine Broughton,tt2406566
James McAvoy,David Percival,tt2406566
Eddie Marsan,Spyglass,tt2406566
John Goodman,Emmett Kurzfeld,tt2406566
Toby Jones,Eric Gray,tt2406566
James Faulkner,Chief 'C',tt2406566
Roland Møller,Aleksander Bremovych (as Roland Moller),tt2406566
Sofia Boutella,Delphine Lasalle,tt2406566
Bill Skarsgård,Merkel,tt2406566
Sam Hargrave,James Gasciogne,tt2406566
Alexandra Balda,Carol (credit only),tt6504014
Caroline Crawford,Extra (credit only),tt6504014
Jose Garza,Best Man (credit only),tt6504014
Jose E. Garza,Best Man,tt6504014
Michael Harter,Grill Guy,tt6504014
Michael Hastings,Matthew (unconfirmed),tt6504014
Kat Kemmet,Older Sister,tt6504014
Tristan Phillip Miles,Young Matthew,tt6504014
Megan Raitano,Liz,tt6504014
Francisco H Ramos,Allen,tt6504014
Matt Passmore,Logan Nelson,tt3348730
Tobin Bell,Jigsaw / John Kramer,tt3348730
Callum Keith Rennie,Detective Halloran,tt3348730
Hannah Emily Anderson,Eleanor Bonneville,tt3348730
Clé Bennett,Detective Keith Hunt,tt3348730
Laura Vandervoort,Anna,tt3348730
Paul Braunstein,Ryan,tt3348730
Mandela Van Peebles,Mitch,tt3348730
Brittany Allen,Carly,tt3348730
Josiah Black,Edgar Munsen,tt3348730
Leah Egan,Kelly,tt6932778
Aron Hegarty,Johnny,tt6932778
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,tt6932778
Karl Argue,Shopkeeper,tt6932778
Baoqiang Wang,Wu Kong,tt6152908
Yan Liu,Wu Jing,tt6152908
Bai-Ke,Tang Sen (as Bai Ke),tt6152908
Vikramjeet Virk,Bull King,tt6152908
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,tt6152908
Peisi Chen,Tang Zong,tt6152908
Bo Huang,Tang Chashu,tt6152908
Milena Krawetz,Chilli Girl,tt6152908
Yongjian Lin,Jin Jiao,tt6152908
Haoran Liu,Erlangshen,tt6152908
Matthew McConaughey,Walter,tt1648190
Idris Elba,Roland,tt1648190
Tom Taylor,Jake,tt1648190
Dennis Haysbert,Steven,tt1648190
Ben Gavin,Soldier,tt1648190
Claudia Kim,Arra,tt1648190
Jackie Earle Haley,Sayre,tt1648190
Fran Kranz,Pimli,tt1648190
Abbey Lee,Tirana,tt1648190
Katheryn Winnick,Laurie,tt1648190
Zaira Wasim,Insia,tt6108090
Meher Vij,Najma,tt6108090
Raj Arjun,Farookh,tt6108090
Aamir Khan,Shakti Kumar,tt6108090
Tirth Sharma,Chintan,tt6108090
Kabir Sajid,Guddu,tt6108090
Farrukh Jaffar,Badi Apa,tt6108090
Manuj Sharma,Ranjeet,tt6108090
Nikita Anand,Sheetal Mam,tt6108090
Shaan,Himself,tt6108090
Jackie Chan,Master Wu / Mr. Liu (voice),tt3014284
Dave Franco,Lloyd (voice),tt3014284
Fred Armisen,Cole (voice),tt3014284
Kumail Nanjiani,Jay (voice),tt3014284
Michael Peña,Kai (voice),tt3014284
Abbi Jacobson,Nya (voice),tt3014284
Zach Woods,Zane (voice),tt3014284
David Burrows,Fuchsia Ninja (voice),tt3014284
Alex Kauffman,Ninja Computer (voice),tt3014284
Justin Theroux,Garmadon (voice),tt3014284
Jessica Rothe,Tree Gelbman,tt5308322
Israel Broussard,Carter Davis,tt5308322
Ruby Modine,Lori Spengler,tt5308322
Charles Aitken,Gregory Butler,tt5308322
Laura Clifton,Stephanie Butler,tt5308322
Jason Bayle,David Gelbman,tt5308322
Rob Mello,John Tombs,tt5308322
Rachel Matthews,Danielle Bouseman,tt5308322
Ramsey Anderson,Keith Lumbly,tt5308322
Brady Lewis,Frat Brother,tt5308322
Kevin Hart,George (voice),tt2091256
Ed Helms,Captain Underpants / Mr. Krupp (voice),tt2091256
Nick Kroll,Professor Poopypants (voice),tt2091256
Thomas Middleditch,Harold (voice),tt2091256
Jordan Peele,Melvin (voice),tt2091256
Kristen Schaal,Edith (voice),tt2091256
DeeDee Rescher,Ms. Ribble (voice) (as Dee Dee Rescher),tt2091256
Brian Posehn,Mr. Rected (voice),tt2091256
David Soren,Tommy (voice),tt2091256
Mel Rodriguez,Mr. Fyde (voice),tt2091256
Mila Kunis,Amy,tt6359956
Kristen Bell,Kiki,tt6359956
Kathryn Hahn,Carla,tt6359956
Christine Baranski,Ruth,tt6359956
Susan Sarandon,Isis,tt6359956
Cheryl Hines,Sandy,tt6359956
Jay Hernandez,Jessie,tt6359956
Justin Hartley,Ty Swindel,tt6359956
Peter Gallagher,Hank,tt6359956
Oona Laurence,Jane,tt6359956
Tom Cruise,Barry Seal,tt3532216
Domhnall Gleeson,Monty 'Schafer',tt3532216
Sarah Wright,Lucy Seal,tt3532216
Jesse Plemons,Sheriff Downing,tt3532216
Caleb Landry Jones,JB,tt3532216
Lola Kirke,Judy Downing,tt3532216
Jayma Mays,Dana Sibota,tt3532216
Alejandro Edda,Jorge Ochoa,tt3532216
Benito Martinez,James Rangel,tt3532216
E. Roger Mitchell,Agent Craig McCall,tt3532216
Regina Hall,Ryan Pierce,tt3564472
Queen Latifah,Sasha Franklin,tt3564472
Jada Pinkett Smith,Lisa Cooper,tt3564472
Tiffany Haddish,Dina,tt3564472
Larenz Tate,Julian Stevens,tt3564472
Mike Colter,Stewart Pierce,tt3564472
Kate Walsh,Elizabeth Davelli,tt3564472
Kofi Siriboe,Malik,tt3564472
Lara Grice,Bethany,tt3564472
Deborah Ayorinde,Simone,tt3564472
Katie Leung,Fan,tt1615160
Jackie Chan,Quan Ngoc Minh,tt1615160
Rufus Jones,Ian Wood,tt1615160
Mark Tandy,Simpson,tt1615160
John Cronin,Denis Fisher,tt1615160
Caolan Byrne,McCormick (as Caolán Byrne),tt1615160
Donna Bernard,Channel A News Anchor,tt1615160
Aaron Monaghan,Pat Nugent,tt1615160
Niall McNamee,Patrick O'Reilly,tt1615160
Pierce Brosnan,Liam Hennessy,tt1615160
Charlie Hunnam,Arthur,tt1972591
Astrid Bergès-Frisbey,The Mage,tt1972591
Jude Law,Vortigern,tt1972591
Djimon Hounsou,Bedivere,tt1972591
Eric Bana,Uther,tt1972591
Aidan Gillen,Bill,tt1972591
Freddie Fox,Rubio,tt1972591
Craig McGinlay,Percival,tt1972591
Tom Wu,George,tt1972591
Kingsley Ben-Adir,Wet Stick,tt1972591
Gary Oldman,Winston Churchill,tt4555426
Kristin Scott Thomas,Clemmie,tt4555426
Ben Mendelsohn,King George VI,tt4555426
Lily James,Elizabeth Layton,tt4555426
Ronald Pickup,Neville Chamberlain,tt4555426
Stephen Dillane,Viscount Halifax,tt4555426
Nicholas Jones,Sir John Simon,tt4555426
Samuel West,Sir Anthony Eden,tt4555426
David Schofield,Clement Atlee,tt4555426
Richard Lumsden,General Ismay,tt4555426
Chao Deng,Xu Tailang,tt6461514
Eddie Peng,Xu Zhengtai (as Peng Yuyan),tt6461514
Zanilia Zhao,Xiao Hua (as Liying Zhao),tt6461514
Zijian Dong,Xiao Ma,tt6461514
Shih-Chieh King,Police director,tt6461514
Rest of cast listed alphabetically:,Rest of cast listed alphabetically:,tt6461514
Cheng Cheng,Female Teacher Chen,tt6461514
Leslie Cheung,(archive footage),tt6461514
Angie Chiu,(archive footage),tt6461514
Yun-Fat Chow,(archive footage),tt6461514
Frances McDormand,Mildred,tt5027774
Caleb Landry Jones,Red Welby,tt5027774
Kerry Condon,Pamela,tt5027774
Sam Rockwell,Dixon,tt5027774
Alejandro Barrios,Latino,tt5027774
Jason Ledford,Latino #2,tt5027774
Darrell Britt-Gibson,Jerome,tt5027774
Woody Harrelson,Willoughby,tt5027774
Abbie Cornish,Anne,tt5027774
Riya May Atwood,Polly,tt5027774
Dwayne Johnson,Mitch Buchannon,tt1469304
Zac Efron,Matt Brody,tt1469304
Priyanka Chopra,Victoria Leeds,tt1469304
Alexandra Daddario,Summer Quinn,tt1469304
Kelly Rohrbach,CJ Parker,tt1469304
Ilfenesh Hadera,Stephanie Holden,tt1469304
Jon Bass,Ronnie Greenbaum,tt1469304
Yahya Abdul-Mateen II,Sgt. Ellerbee,tt1469304
Hannibal Buress,Dave the Tech,tt1469304
Rob Huebel,Captain Thorpe,tt1469304
Meryl Streep,Kay Graham,tt6294822
Tom Hanks,Ben Bradlee,tt6294822
Sarah Paulson,Tony Bradlee,tt6294822
