1,3,4,5,6,7
Joe Hursley,Otto,,,,
John Eric Bentley,Umbrella Tech,,,,
James Tumminia,Lab Tech,,,,
Kirk B.R. Woller,Scientist,,,,
Johnny Depp,Sweeney Todd,,,,
Helena Bonham Carter,Mrs. Lovett,,,,
Alan Rickman,Judge Turpin,,,,
Timothy Spall,Beadle,,,,
Sacha Baron Cohen,Pirelli,,,,
Jamie Campbell Bower,Anthony,,,,
Laura Michelle Kelly,Lucy / Beggar Woman,,,,
Jayne Wisener,Johanna,,,,
Ed Sanders,Toby (as Edward Sanders),,,,
Gracie May,Baby Johanna,,,,
Ava May,Baby Johanna,,,,
Gabriella Freeman,Baby Johanna,,,,
Jody Halse,Policeman,,,,
Aron Paramor,Policeman,,,,
Lee Whitlock,Policeman,,,,
Hilary Swank,Holly,,,,
Gerard Butler,Gerry,,,,
Lisa Kudrow,Denise,,,,
Gina Gershon,Sharon,,,,
James Marsters,John,,,,
Kathy Bates,Patricia,,,,
Harry Connick Jr.,Daniel,,,,
Nellie McKay,Ciara,,,,
Jeffrey Dean Morgan,William,,,,
Dean Winters,Tom,,,,
Anne Kent,Rose Kennedy,,,,
Brian McGrath,Martin Kennedy,,,,
Sherie Rene Scott,Barbara,,,,
Susan Blackwell,Vicky,,,,
Michael Countryman,Ted,,,,
Eddie Murphy,Norbit / Rasputia / Mr. Wong,,,,
Thandie Newton,Kate Thomas,,,,
Terry Crews,Big Jack Latimore,,,,
Clifton Powell,Earl Latimore,,,,
Lester Speight,Blue Latimore (as Lester 'Rasta' Speight),,,,
Cuba Gooding Jr.,Deion Hughes,,,,
Eddie Griffin,Pope Sweet Jesus,,,,
Katt Williams,Lord Have Mercy,,,,
Floyd Levine,Abe the Tailor,,,,
Anthony Russell,Giovanni,,,,
Pat Crawford Brown,Mrs. Henderson,,,,
Jeanette Miller,Mrs. Coleman,,,,
Michael Colyar,Morris the Barber,,,,
Marlon Wayans,Buster,,,,
Alexis Rhee,Mrs. Ling Ling Wong,,,,
Angela Bassett,Mildred (voice),,,,
Daniel Hansen,Lewis (voice),,,,
Jordan Fry,Lewis (voice),,,,
Matthew Josten,"Michael ""Goob"" Yagoobian (voice)",,,,
John H. H. Ford,Mr. Harrington (voice),,,,
Dara McGarry,Mrs. Harrington / Receptionist (voice),,,,
Tom Kenny,Mr. Willerstein (voice),,,,
Laurie Metcalf,Lucille Krunklehorn (voice),,,,
Don Hall,Coach / Gaston (voice),,,,
Paul Butcher,Stanley (voice),,,,
Tracey Miller-Zarneke,Lizzy (voice),,,,
Wesley Singerman,Wilbur (voice),,,,
Jessie Flower,Young Franny (voice),,,,
Stephen J. Anderson,Bowler Hat Guy / Grandpa Bud / Tallulah (voice) (as Stephen John Anderson),,,,
Ethan Sandler,Doris / CEO / Spike / Dmitri / Laszlo / Fritz / Petunia (voice),,,,
Jonah Hill,Seth,,,,
Michael Cera,Evan,,,,
Christopher Mintz-Plasse,Fogell,,,,
Bill Hader,Officer Slater,,,,
Seth Rogen,Officer Michaels,,,,
Martha MacIsaac,Becca,,,,
Emma Stone,Jules,,,,
Aviva Baumann,Nicola (as Aviva),,,,
Joe Lo Truglio,Francis the Driver,,,,
Kevin Corrigan,Mark,,,,
Clement Blake,Homeless Guy (as Clement E. Blake),,,,
Erica Vittina Phillips,Liquor Store Cashier,,,,
Joe Nunez,Liquor Store Clerk (as Joseph A. Nunez),,,,
Dave Franco,Greg the Soccer Player,,,,
Marcella Lentz-Pope,Gaby,,,,
Tommy Lee Jones,Ed Tom Bell,,,,
Javier Bardem,Anton Chigurh,,,,
Josh Brolin,Llewelyn Moss,,,,
Woody Harrelson,Carson Wells,,,,
Kelly Macdonald,Carla Jean Moss,,,,
Garret Dillahunt,Wendell,,,,
Tess Harper,Loretta Bell,,,,
Barry Corbin,Ellis,,,,
Stephen Root,Man who hires Wells,,,,
Rodger Boyce,El Paso Sheriff,,,,
Beth Grant,Carla Jean's Mother,,,,
Ana Reeder,Poolside Woman,,,,
Kit Gwin,Sheriff Bell's Secretary,,,,
Zach Hopkins,Strangled Deputy,,,,
Chip Love,Man in Ford,,,,
Steve Carell,Evan Baxter,,,,
Morgan Freeman,God,,,,
Lauren Graham,Joan Baxter,,,,
Johnny Simmons,Dylan Baxter,,,,
Graham Phillips,Jordan Baxter,,,,
Jimmy Bennett,Ryan Baxter,,,,
John Goodman,Congressman Long,,,,
Wanda Sykes,Rita,,,,
John Michael Higgins,Marty,,,,
Jonah Hill,Eugene,,,,
Molly Shannon,Eve Adams,,,,
Harve Presnell,Congressman Burrows,,,,
P.J. Byrne,Evan's Staffer,,,,
Ralph Louis Harris,Evan's Staffer (as Ralph Harris),,,,
Arden Myrin,Evan's Staffer,,,,
Jack Nicholson,Edward,,,,
Morgan Freeman,Carter,,,,
Sean Hayes,Thomas,,,,
Beverly Todd,Virginia,,,,
Rob Morrow,Dr. Hollins,,,,
Alfonso Freeman,Roger,,,,
Rowena King,Angelica,,,,
Annton Berry Jr.,Kai,,,,
Verda Bridges,Chandra,,,,
Destiny Brownridge,Maya,,,,
Brian Copeland,Lee,,,,
Ian Anthony Dale,Instructor,,,,
Jennifer Defrancisco,Emily (as Jennifer DeFrancisco),,,,
Angela Gardner,Female Administrator,,,,
Noel Gugliemi,Mechanic (as Noel Guglielmi),,,,
Robin Wright,Wealthow (as Robin Wright-Penn),,,,
Anthony Hopkins,Hrothgar,,,,
Paul Baker,Musician #1,,,,
John Bilezikjian,Musician #2,,,,
Rod D. Harbour,Musician #3,,,,
Brice Martin,Musician #4 (as Brice H. Martin),,,,
Sonje Fortag,Gitte (as Sonja Fortag),,,,
Sharisse Baker-Bernard,Hild,,,,
Charlotte Salt,Estrith,,,,
Julene Renee,Cille (as Julene Rennee),,,,
Greg Ellis,Garmund,,,,
Rik Young,Eofor,,,,
Sebastian Roché,Wulfgar (as Sebastian Roche),,,,
Leslie Zemeckis,Yrsa,,,,
John Malkovich,Unferth,,,,
Seth Rogen,Ben Stone,,,,
Katherine Heigl,Alison Scott,,,,
Paul Rudd,Pete,,,,
Leslie Mann,Debbie,,,,
Jason Segel,Jason,,,,
Jay Baruchel,Jay,,,,
Jonah Hill,Jonah,,,,
Martin Starr,Martin,,,,
Charlyne Yi,Jodi,,,,
Iris Apatow,Charlotte,,,,
Maude Apatow,Sadie,,,,
Joanna Kerns,Alison's Mom,,,,
Harold Ramis,Ben's Dad,,,,
Alan Tudyk,Jack,,,,
Kristen Wiig,Jill,,,,
Matt Long,Young Johnny Blaze,,,,
Raquel Alessi,Young Roxanne Simpson,,,,
Brett Cullen,Barton Blaze,,,,
Peter Fonda,Mephistopheles,,,,
Nicolas Cage,Johnny Blaze / Ghost Rider,,,,
Donal Logue,Mack,,,,
Tony Ghosthawk,Team Blaze,,,,
Hugh Sexton,Team Blaze,,,,
Marcus Jones,Team Blaze,,,,
Matt Norman,Team Blaze,,,,
Lawrence Cameron Steele,X Games Announcer (as Cameron Steele),,,,
Wes Bentley,Blackheart,,,,
Eddie Baroo,Motorcycle Gang Member,,,,
Jessica Napier,Broken Spoke Waitress,,,,
Laurence Breuls,Gressil,,,,
Ellen Page,Juno MacGuff,,,,
Michael Cera,Paulie Bleeker,,,,
Jennifer Garner,Vanessa Loring,,,,
Jason Bateman,Mark Loring,,,,
Allison Janney,Bren MacGuff,,,,
J.K. Simmons,Mac MacGuff,,,,
Olivia Thirlby,Leah,,,,
Eileen Pedde,Gerta Rauss,,,,
Rainn Wilson,Rollo,,,,
Daniel Clark,Steve Rendazo,,,,
Darla Fay,Bleeker's Mom (as Darla Vandenbossche),,,,
Aman Johal,Vijay,,,,
Valerie Tian,Su-Chin,,,,
Emily Perkins,Punk Receptionist,,,,
Kaaren de Zilva,Ultrasound Technician (as Kaaren De Zilva),,,,
Tim Allen,Doug Madsen,,,,
John Travolta,Woody Stevens,,,,
Martin Lawrence,Bobby Davis,,,,
William H. Macy,Dudley Frank,,,,
Ray Liotta,Jack,,,,
Marisa Tomei,Maggie,,,,
Kevin Durand,Red,,,,
M.C. Gainey,Murdock,,,,
Jill Hennessy,Kelly Madsen,,,,
Dominic Janes,Billy Madsen,,,,
Tichina Arnold,Karen Davis,,,,
Stephen Tobolowsky,Charley,,,,
Jason Sklar,Earl Dooble,,,,
Randy Sklar,Buck Dooble,,,,
Drew Sidora,Haley Davis,,,,
Chris Tucker,Carter,,,,
Jackie Chan,Lee,,,,
Max von Sydow,Reynard,,,,
Hiroyuki Sanada,Kenji,,,,
Yvan Attal,George,,,,
Yûki Kudô,Dragon Lady,,,,
Noémie Lenoir,Genevieve (as Noemie Lenoir),,,,
Jingchu Zhang,Soo Yung (as Zhang Jingchu),,,,
Tzi Ma,Ambassador Han,,,,
Dana Ivey,Sister Agnes,,,,
Henry O,Master Yu (as Henry O.),,,,
Mia Tyler,Marsha,,,,
Michael Chow,Chinese Foreign Minister,,,,
David Niven Jr.,British Foreign Minister,,,,
Oanh Nguyen,Mi,,,,
Denzel Washington,Frank Lucas,,,,
Russell Crowe,Richie Roberts,,,,
Chiwetel Ejiofor,Huey Lucas,,,,
Josh Brolin,Detective Trupo,,,,
Lymari Nadal,Eva,,,,
Ted Levine,Lou Toback,,,,
Roger Guenveur Smith,Nate,,,,
John Hawkes,Freddie Spearman,,,,
RZA,Moses Jones,,,,
Yul Vazquez,Alfonse Abruzzo,,,,
Malcolm Goodwin,Jimmy Zee,,,,
Ruby Dee,Mama Lucas,,,,
Ruben Santiago-Hudson,Doc,,,,
Carla Gugino,Laurie Roberts,,,,
Skyler Fortgang,Michael Roberts,,,,
Jerry Seinfeld,Barry B. Benson (voice),,,,
Renée Zellweger,Vanessa Bloome (voice),,,,
Matthew Broderick,Adam Flayman (voice),,,,
Patrick Warburton,Ken (voice),,,,
John Goodman,Layton T. Montgomery (voice),,,,
Chris Rock,Mooseblood (voice),,,,
Kathy Bates,Janet Benson (voice),,,,
Barry Levinson,Martin Benson (voice),,,,
Larry King,Bee Larry King (voice),,,,
Ray Liotta,Ray Liotta (voice),,,,
Sting,Sting (voice),,,,
Oprah Winfrey,Judge Bumbleton (voice),,,,
Larry Miller,Buzzwell (voice),,,,
Megan Mullally,Trudy (voice),,,,
Rip Torn,Lou Lo Duca (voice),,,,
Amy Adams,Giselle,,,,
Patrick Dempsey,Robert Philip,,,,
James Marsden,Prince Edward,,,,
Timothy Spall,Nathaniel,,,,
Idina Menzel,Nancy Tremaine,,,,
Rachel Covey,Morgan Philip,,,,
Susan Sarandon,Queen Narissa,,,,
Julie Andrews,The Narrator (voice),,,,
Jeff Bennett,Pip in Andalasia (voice),,,,
Kevin Lima,Pip in New York (voice),,,,
Emma Rose Lima,Bluebird / Fawn / Rapunzel (voice),,,,
Teala Dunn,Bunny (voice),,,,
Fred Tatasciore,Troll (voice),,,,
Courtney Williams,Sunglass Street Vendor,,,,
William Huntley,Grumpy,,,,
Jason Lee,Dave,,,,
David Cross,Ian,,,,
Cameron Richardson,Claire,,,,
Jane Lynch,Gail,,,,
Justin Long,Alvin (voice),,,,
Matthew Gray Gubler,Simon (voice),,,,
Jesse McCartney,Theodore (voice),,,,
Allison Karman,Female Intern #1,,,,
Tiara Parker,Female Intern #2,,,,
Kira Verrastro,Female Intern #3,,,,
Veronica Alicino,Amy,,,,
Beth Riesgraf,Mother in Store,,,,
Adriane Lenox,Vet,,,,
Don Tiffany,Engineer,,,,
Lorne Green,Director,,,,
Nicole Kidman,Mrs. Coulter,,,,
Daniel Craig,Lord Asriel,,,,
Dakota Blue Richards,Lyra,,,,
Ben Walker,Roger,,,,
Freddie Highmore,Pantalaimon (voice),,,,
Ian McKellen,Iorek Byrnison (voice),,,,
Eva Green,Serafina Pekkala,,,,
Jim Carter,John Faa,,,,
Tom Courtenay,Farder Coram,,,,
Ian McShane,Ragnar Sturlusson (voice),,,,
Sam Elliott,Lee Scoresby,,,,
Christopher Lee,First High Councilor,,,,
Kristin Scott Thomas,Stelmaria (voice),,,,
Edward de Souza,Second High Councilor,,,,
Kathy Bates,Hester (voice),,,,
Bruce Willis,John McClane,,,,
Timothy Olyphant,Thomas Gabriel,,,,
Justin Long,Matthew 'Matt' Farrell,,,,
Maggie Q,Mai Linh,,,,
Cliff Curtis,FBI Deputy Director Miguel Bowman,,,,
Jonathan Sadowski,Trey,,,,
Andrew Friedman,Casper,,,,
Kevin Smith,Frederick 'Warlock' Kaludis,,,,
Yorgo Constantine,Russo,,,,
Cyril Raffaelli,Rand,,,,
Chris Palermo,Del (as Christopher Palermo),,,,
Mary Elizabeth Winstead,Lucy Gennaro McClane,,,,
Sung Kang,Raj,,,,
Zeljko Ivanek,Agent Molina,,,,
Christina Chang,Taylor,,,,
Matt Damon,Jason Bourne,,,,
Julia Stiles,Nicky Parsons,,,,
David Strathairn,Noah Vosen,,,,
Scott Glenn,Ezra Kramer,,,,
Paddy Considine,Simon Ross,,,,
Edgar Ramírez,Paz (as Edgar Ramirez),,,,
Albert Finney,Dr. Albert Hirsch,,,,
Joan Allen,Pam Landy,,,,
Tom Gallop,Tom Cronin,,,,
Corey Johnson,Wills,,,,
Daniel Brühl,Martin Kreutz,,,,
Joey Ansah,Desh,,,,
Colin Stinton,Neal Daniels,,,,
Dan Fredenburgh,Jimmy,,,,
Lucy Liemann,Lucy,,,,
Jeffery A. Baker,Spartan General,,,,
Orion Barnes,Themistocles,,,,
Erin Bennett,Leonidas' Mother,,,,
Kristopher Blount,Murdered Helot,,,,
Joshua Bradley,Spartan,,,,
Anton Burman,Dienekes - age 7,,,,
Payson Burt,Spartan,,,,
Tony Casale,Spartan,,,,
TJ Cencula,Spartan Drill Instructor,,,,
Nick Cernoch,Rejected Spartan Suitor,,,,
Bailey Chadwick,Spartan,,,,
Brian Danner,"Leonidas, Spartan King",,,,
Mack Dugger,Spartan,,,,
John Fairbairn,Persian Messenger / Imortal,,,,
Tina Fells,Spartan,,,,
Nicolas Cage,Ben Gates,,,,
Justin Bartha,Riley Poole,,,,
Diane Kruger,Abigail Chase,,,,
Jon Voight,Patrick Gates,,,,
Helen Mirren,Emily Appleton,,,,
Ed Harris,Mitch Wilkinson,,,,
Harvey Keitel,Sadusky,,,,
Bruce Greenwood,The President,,,,
Ty Burrell,Connor,,,,
Michael Maize,Daniel,,,,
Timothy V. Murphy,Seth (as Timothy Murphy),,,,
Alicia Coppola,FBI Agent Spellman,,,,
Armando Riesco,FBI Agent Hendricks,,,,
Albert Hall,Dr. Nichols,,,,
Joel Gretsch,Thomas Gates,,,,
Dan Castellaneta,Homer Simpson / Itchy / Barney / Grampa / Stage Manager / Krusty the Clown / Mayor Quimby / Mayor's Aide / Multi-Eyed Squirrel / Panicky Man / Sideshow Mel / Mr. Teeny / EPA Official / Kissing Cop / Bear / Boy on Phone / NSA Worker / Officer / Santa's Little Helper / Squeaky-Voiced Teen / Groundskeeper Willie (voice),,,,
Julie Kavner,Marge Simpson / Selma Bouvier / Patty Bouvier (voice),,,,
Nancy Cartwright,Bart Simpson / Maggie Simpson / Ralph Wiggum / Nelson Muntz / Todd Flanders / TV Daughter / Woman on Phone (voice),,,,
Yeardley Smith,Lisa Simpson (voice),,,,
Hank Azaria,Professor Frink / Comic Book Guy / Moe Szyslak / Chief Wiggum / Lou / Carl / Cletus / Bumblebee Man / Male EPA Worker / Dome Depot Announcer / Kissing Cop / Carnival Barker / Counter Man / Apu / Drederick Tatum / Sea Captain / EPA Passenger / Robot / Dr. Nick Riviera / Wise Guy (voice),,,,
Harry Shearer,Scratchy / Mr. Burns / Rev. Lovejoy / Ned Flanders / Lenny / Skull / President Arnold Schwarzenegger / Kent Brockman / Principal Skinner / Dr. Hibbert / Smithers / Toll Booth Man / Guard / Otto / Kang (voice),,,,
Pamela Hayden,Milhouse Van Houten / Rod Flanders / Jimbo (voice),,,,
Tress MacNeille,Booberella / Sweet Old Lady / Colin / Agnes Skinner / Nelson's Mother / Pig / Crazy Cat Lady / Female EPA Worker / G.P.S. Woman / Cookie Kwan / Lindsey Naegle / TV Son / Medicine Woman / Girl on Phone (voice),,,,
Albert Brooks,Russ Cargill (voice) (as A. Brooks),,,,
Karl Wiedergott,Man / EPA Driver (voice),,,,
Marcia Wallace,Mrs. Krabappel (voice) (scenes deleted),,,,
Russi Taylor,Martin Prince (voice),,,,
Maggie Roswell,Helen Lovejoy (voice),,,,
Philip Rosenthal,TV Dad (voice),,,,
Billie Joe Armstrong,Green Day (voice),,,,
Will Smith,Robert Neville,,,,
Alice Braga,Anna,,,,
Charlie Tahan,Ethan,,,,
Salli Richardson-Whitfield,Zoe Neville (as Salli Richardson),,,,
Willow Smith,Marley Neville,,,,
Darrell Foster,Mike - Military Escort,,,,
April Grace,TV Personality,,,,
Dash Mihok,Alpha Male,,,,
Joanna Numata,Alpha Female,,,,
Abbey,Sam (as Abbey),,,,
Kona,Sam,,,,
Samuel Glen,Military Driver - Jay,,,,
James McCauley,Male Evacuee,,,,
Marin Ireland,Woman Evacuee,,,,
Pedro Mojica,Sergeant,,,,
Patton Oswalt,Remy (voice),,,,
Ian Holm,Skinner (voice),,,,
Lou Romano,Linguini (voice),,,,
Brian Dennehy,Django (voice),,,,
Peter Sohn,Emile (voice),,,,
Peter O'Toole,Anton Ego (voice),,,,
Brad Garrett,Gusteau (voice),,,,
Janeane Garofalo,Colette (voice),,,,
Will Arnett,Horst (voice),,,,
Julius Callahan,Lalo / Francois (voice),,,,
James Remar,Larousse (voice),,,,
John Ratzenberger,Mustafa (voice),,,,
Teddy Newton,Lawyer (Talon Labarthe) (voice),,,,
Tony Fucile,Pompidou / Health Inspector (voice),,,,
Jake Steinfeld,Git (Lab Rat) (voice),,,,
Shia LaBeouf,Sam Witwicky,,,,
Megan Fox,Mikaela Banes,,,,
Josh Duhamel,Captain Lennox,,,,
Tyrese Gibson,USAF Tech Sergeant Epps,,,,
Rachael Taylor,Maggie Madsen,,,,
Anthony Anderson,Glen Whitmann,,,,
Jon Voight,Defense Secretary John Keller,,,,
John Turturro,Agent Simmons,,,,
Michael O'Neill,Tom Banacheck,,,,
Kevin Dunn,Ron Witwicky,,,,
Julie White,Judy Witwicky,,,,
Amaury Nolasco,"ACWO Jorge ""Fig"" Figueroa",,,,
Zack Ward,First Sergeant Donnelly,,,,
Luis Echagarruga,Ranger Team,,,,
Patrick Mulderrig,Ranger Team,,,,
Mike Myers,Shrek (voice),,,,
Eddie Murphy,Donkey (voice),,,,
Cameron Diaz,Princess Fiona (voice),,,,
Antonio Banderas,Puss in Boots (voice),,,,
Julie Andrews,Queen (voice),,,,
John Cleese,King (voice),,,,
Rupert Everett,Prince Charming (voice),,,,
Eric Idle,Merlin (voice),,,,
Justin Timberlake,Artie (voice),,,,
Susanne Blakeslee,Evil Queen (voice),,,,
Cody Cameron,Pinocchio / Three Pigs (voice),,,,
Larry King,Doris (voice),,,,
Christopher Knights,Blind Mice / Heckler / Evil Tree #2 / Guard #2 (voice),,,,
John Krasinski,Lancelot (voice),,,,
Ian McShane,Captain Hook (voice),,,,
Tobey Maguire,Spider-Man / Peter Parker,,,,
Kirsten Dunst,Mary Jane Watson,,,,
James Franco,New Goblin / Harry Osborn,,,,
Thomas Haden Church,Sandman / Flint Marko,,,,
Topher Grace,Venom / Eddie Brock,,,,
Bryce Dallas Howard,Gwen Stacy,,,,
Rosemary Harris,May Parker,,,,
J.K. Simmons,J. Jonah Jameson,,,,
James Cromwell,Captain Stacy,,,,
Theresa Russell,Emma Marko,,,,
Dylan Baker,Dr. Curt Connors,,,,
Bill Nunn,Joseph 'Robbie' Robertson,,,,
Bruce Campbell,Maître d',,,,
Elizabeth Banks,Miss Brant,,,,
Ted Raimi,Hoffman,,,,
Daniel Radcliffe,Harry Potter,,,,
Harry Melling,Dudley Dursley,,,,
Jason Boyd,Piers,,,,
Richard Macklin,Malcolm,,,,
Kathryn Hunter,Mrs. Arabella Figg,,,,
Miles Jupp,TV Weatherman,,,,
Fiona Shaw,Petunia Dursley,,,,
Richard Griffiths,Vernon Dursley,,,,
Jessica Hynes,Mafalda Hopkirk (voice) (as Jessica Stevenson),,,,
Adrian Rawlins,James Potter,,,,
Geraldine Somerville,Lily Potter,,,,
Robert Pattinson,Cedric Diggory (archive footage),,,,
Ralph Fiennes,Lord Voldemort,,,,
Natalia Tena,Nymphadora Tonks,,,,
Brendan Gleeson,Alastor 'Mad-Eye' Moody,,,,
Jordana Brewster,Chrissie,,,,
Taylor Handley,Dean,,,,
Diora Baird,Bailey,,,,
Matt Bomer,Eric,,,,
R. Lee Ermey,Uncle Charlie Hewitt / Sheriff Hoyt,,,,
Andrew Bryniarski,Thomas Hewitt / Leatherface,,,,
Lee Tergesen,Holden,,,,
Terrence Evans,Monty,,,,
Kathy Lamkin,Tea Lady,,,,
Marietta Marich,Luda Mae,,,,
L.A. Calkins,Sloane (as Leslie Calkins),,,,
Tim DeZarn,Supervisor (as Tim deZarn),,,,
Allison Marich,Young Luda Mae,,,,
Marcus H. Nelson,Lackey (as Marcus Nelson),,,,
Lew Temple,Sheriff Winston,,,,
Will Ferrell,Harold Crick,,,,
William Dick,IRS Co-Worker #1,,,,
Guy Massey,IRS Co-Worker #2,,,,
Martha Espinoza,IRS Co-Worker #3,,,,
T.J. Jagodowski,IRS Co-Worker #4,,,,
Peter Grosz,IRS Co-Worker #5,,,,
Ricky Adams,Young Boy,,,,
Christian Stolte,Young Boy's Father,,,,
Denise Hughes,Kronecker Bus Driver,,,,
Peggy Roeder,Polish Woman,,,,
Tonray Ho,IRS Co-Worker #6,,,,
Tony Hale,Dave,,,,
Maggie Gyllenhaal,Ana Pascal,,,,
Danny Rhodes,Bakery Employee #1,,,,
Helen Young,Bakery Customer #1,,,,
Julia Roberts,Hova (voice),,,,
Nicolas Cage,Zoc (voice),,,,
Meryl Streep,Queen (voice),,,,
Paul Giamatti,Stan Beals (voice),,,,
Zach Tyler,Lucas Nickle (voice) (as Zach Tyler Eisen),,,,
Regina King,Kreela (voice),,,,
Bruce Campbell,Fugax (voice),,,,
Lily Tomlin,Mommo (voice),,,,
Cheri Oteri,Doreen Nickle (voice),,,,
Larry Miller,Fred Nickle (voice),,,,
Allison Mack,Tiffany Nickle (voice),,,,
Ricardo Montalban,Head of Council (voice),,,,
Creagen Dow,Mullet Boy (voice),,,,
Myles Jeffrey,Steve (voice),,,,
Jake T. Austin,Nicky (voice),,,,
Josh Hartnett,Slevin Kelevra,,,,
Bruce Willis,Mr. Goodkat,,,,
Lucy Liu,Lindsey,,,,
Morgan Freeman,The Boss,,,,
Ben Kingsley,The Rabbi (as Sir Ben Kingsley),,,,
Michael Rubenfeld,Yitzchok,,,,
Peter Outerbridge,Dumbrowski,,,,
Stanley Tucci,Brikowski,,,,
Kevin Chamberlin,Marty,,,,
Dorian Missick,Elvis,,,,
Mykelti Williamson,Sloe,,,,
Scott Gibson,Max,,,,
Daniel Kash,Bodyguard #1,,,,
Dmitry Chepovetsky,Bodyguard #2,,,,
Sam Jaeger,Nick Fisher,,,,
,,,,,
Mark Wahlberg,Vince Papale,,,,
Greg Kinnear,Dick Vermeil,,,,
Elizabeth Banks,Janet,,,,
Kevin Conway,Frank Papale,,,,
Michael Rispoli,Max,,,,
Kirk Acevedo,Tommy,,,,
Dov Davidoff,Johnny,,,,
Michael Kelly,Pete,,,,
Sal Darigo,Mick,,,,
Nicoye Banks,TJ Banks,,,,
Turron Kofi Alleyne,Ronnie Sampson,,,,
Cosmo DeMatteo,Dean German,,,,
Stink Fisher,Denny Franks,,,,
Michael Mulheren,AC Craney,,,,
Michael Nouri,Mr. Tose,,,,
Kirsten Dunst,Marie Antoinette,,,,
Jason Schwartzman,Louis XVI,,,,
Judy Davis,Comtesse de Noailles,,,,
Rip Torn,Louis XV,,,,
Rose Byrne,Duchesse de Polignac,,,,
Asia Argento,Comtesse du Barry,,,,
Molly Shannon,Aunt Victoire,,,,
Shirley Henderson,Aunt Sophie,,,,
Danny Huston,Emperor Joseph II,,,,
Marianne Faithfull,Empress Maria Theresa,,,,
Mary Nighy,Princesse Lamballe,,,,
Sebastian Armesto,Comte Louis de Provence,,,,
Jamie Dornan,Count Axel Fersen,,,,
Aurore Clément,Duchesse de Char,,,,
Guillaume Gallienne,Vergennes,,,,
Uma Thurman,Jenny Johnson / G-Girl,,,,
Luke Wilson,Matt Saunders,,,,
Anna Faris,Hannah Lewis,,,,
Rainn Wilson,Vaughn Haige,,,,
Eddie Izzard,Professor Bedlam / Barry,,,,
Stelio Savante,Leo,,,,
Mike Iorio,Lenny,,,,
Mark Consuelos,Steve Velard,,,,
Wanda Sykes,Carla Dunkirk,,,,
Margaret Anne Florence,Shapely Bartender,,,,
Catherine Reitman,TV News Reporter,,,,
Tara Thompson,Young Jenny (as Tara L. Thompson),,,,
Kevin Townley,Young Barry,,,,
Eva Veronika,Elderly Lady,,,,
Lawrence Feeney,Scary Dude,,,,
Samuel L. Jackson,Neville Flynn,,,,
Julianna Margulies,Claire Miller,,,,
Nathan Phillips,Sean Jones,,,,
Rachel Blanchard,Mercedes,,,,
Flex Alexander,Three G's,,,,
Kenan Thompson,Troy,,,,
Keith Dallas,Big Leroy (as Keith [Blackman] Dallas),,,,
Lin Shaye,Grace,,,,
Bruce James,Ken,,,,
Sunny Mabrey,Tiffany,,,,
Casey Dubois,Curtis,,,,
Daniel Hogarth,Tommy,,,,
Gerard Plunkett,Paul,,,,
Terry Chen,Chen Leong,,,,
Elsa Pataky,Maria,,,,
Rob Schneider,Gus,,,,
David Spade,Richie,,,,
Jon Heder,Clark,,,,
Jon Lovitz,Mel,,,,
Craig Kilborn,Jerry,,,,
Molly Sims,Liz,,,,
Tim Meadows,Wayne,,,,
Nick Swardson,Howie,,,,
Erinn Bartlett,Salad Girl / Sarah,,,,
Amaury Nolasco,Carlos,,,,
Bill Romanowski,Karl,,,,
Sean Salisbury,Brad,,,,
Matt Weinberg,Kyle,,,,
John Farley,Swimmer Boy,,,,
Reggie Jackson,Reggie Jackson,,,,
Bruce Willis,Jack Mosley,,,,
Yasiin Bey,Eddie Bunker (as Mos Def),,,,
David Morse,Frank Nugent,,,,
Jenna Stern,Diane Mosley,,,,
Casey Sander,Capt. Dan Gruber,,,,
Cylk Cozart,Jimmy Mulvey,,,,
David Zayas,Robert Torres,,,,
Robert Racki,Jerry Shue,,,,
Patrick Garrow,Touhey,,,,
Sasha Roiz,Kaller,,,,
Conrad Pla,Ortiz,,,,
Hechter Ubarry,Maldonado,,,,
Richard Fitzpatrick,Deputy Commissioner Wagner,,,,
Peter McRobbie,Mike Sheehan,,,,
Michael F. Keenan,Ray Fitzpatrick (as Mike Keenan),,,,
Antonio Banderas,Pierre Dulaine,,,,
Rob Brown,Rock,,,,
Yaya DaCosta,LaRhette,,,,
Alfre Woodard,Augustine James,,,,
John Ortiz,Mr. Temple,,,,
Laura Benanti,Tina,,,,
Jonathan Malen,Kurd,,,,
Jasika Nicole,Egypt,,,,
Shawand McKenzie,Big Girl,,,,
Dante Basco,Ramos,,,,
Elijah Kelley,Danjou,,,,
Jenna Dewan,Sasha,,,,
Marcus T. Paulk,Eddie,,,,
Brandon D. Andrews,Monster,,,,
Lauren Collins,Caitlin,,,,
Ryan Phillippe,"John ""Doc"" Bradley",,,,
Jesse Bradford,Rene Gagnon,,,,
Adam Beach,Ira Hayes,,,,
John Benjamin Hickey,Keyes Beech,,,,
John Slattery,Bud Gerber,,,,
Barry Pepper,Mike Strank,,,,
Jamie Bell,"Ralph ""Iggy"" Ignatowski",,,,
Paul Walker,Hank Hansen,,,,
Robert Patrick,Colonel Chandler Johnson,,,,
Neal McDonough,Captain Severance,,,,
Melanie Lynskey,Pauline Harnois,,,,
Tom McCarthy,James Bradley,,,,
Chris Bauer,Commandant Vandegrift,,,,
Judith Ivey,Belle Block,,,,
