,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
34,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant",Won 7 Oscars. Another 43 wins & 37 nominations.,N/A,"USA, UK",17 Jun 2003,Kevin Costner,,"Adventure, Drama, Western","English, Sioux, Pawnee",72,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg,Orion Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",21 Nov 1990,True,181 min,Dances with Wolves,movie,N/A,"Michael Blake (screenplay), Michael Blake (novel)",1990,tt0099348,8.0,"222,363",
35,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Ronny Cox",Nominated for 2 Oscars. Another 8 wins & 14 nominations.,"$119,000,000","USA, Mexico",29 Aug 2000,Paul Verhoeven,,"Action, Sci-Fi, Thriller",English,57,"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or does he?",https://m.media-amazon.com/images/M/MV5BYzU1YmJjMGEtMjY4Yy00MTFlLWE3NTUtNzI3YjkwZTMxZjZmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,TriStar Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",01 Jun 1990,True,113 min,Total Recall,movie,N/A,"Philip K. Dick (short story ""We Can Remember It For You Wholesale""), Ronald Shusett (screen story), Dan O'Bannon (screen story), Jon Povill (screen story), Ronald Shusett (screenplay), Dan O'Bannon (screenplay), Gary Goldman (screenplay)",1990,tt0100802,7.5,"279,499",
36,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson",5 wins & 11 nominations.,N/A,USA,17 Dec 2002,Robert Zemeckis,,"Adventure, Comedy, Sci-Fi, Western",English,55,"Learning about the death of Doc Brown in 1885, Marty travels back in time to save him. But when the fuel tank on the time machine is punctured, the two must figure out a way to escape the Old West before Emmet is murdered.",https://m.media-amazon.com/images/M/MV5BYjhlMGYxNmMtOWFmMi00Y2M2LWE5NWYtZTdlMDRlMGEzMDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",25 May 1990,True,118 min,Back to the Future Part III,movie,http://www.backtothefuture.com/,"Robert Zemeckis (characters), Bob Gale (characters), Robert Zemeckis (story), Bob Gale (story), Bob Gale (screenplay)",1990,tt0099088,7.4,"362,746",
37,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
38,"Harrison Ford, Brian Dennehy, Raul Julia, Bonnie Bedelia",1 win & 2 nominations.,N/A,USA,16 Dec 1997,Alan J. Pakula,,"Mystery, Thriller",English,72,"As a lawyer investigates the murder of a colleague, he finds himself more connected to the crime than anyone else.",https://m.media-amazon.com/images/M/MV5BMjMyODU4NjQwMV5BMl5BanBnXkFtZTgwMTkwNTg4NjE@._V1_SX300.jpg,Warner Bros.,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",27 Jul 1990,True,127 min,Presumed Innocent,movie,N/A,"Scott Turow (novel), Frank Pierson (screenplay), Alan J. Pakula (screenplay)",1990,tt0100404,6.9,"34,619",
39,"Judith Hoag, Elias Koteas, Josh Pais, David Forman",3 wins & 3 nominations.,N/A,"USA, Hong Kong",16 Dec 1997,Steve Barron,,"Action, Adventure, Comedy, Family, Sci-Fi","English, French",51,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,https://m.media-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_SX300.jpg,New Line Cinema,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",30 Mar 1990,True,93 min,Teenage Mutant Ninja Turtles,movie,http://www.ninjaturtles.com/,"Kevin Eastman (characters), Peter Laird (characters), Bobby Herbeck (story), Todd W. Langen (screenplay), Bobby Herbeck (screenplay)",1990,tt0100758,6.8,"79,007",
40,"Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed, Linda Hunt",4 wins & 1 nomination.,N/A,USA,20 Jan 1998,Ivan Reitman,,"Comedy, Crime","English, Spanish",61,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.",https://m.media-amazon.com/images/M/MV5BMjMyMTIyOTc0N15BMl5BanBnXkFtZTgwODY1NTk4NjE@._V1_SX300.jpg,MCA Universal Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",21 Dec 1990,True,111 min,Kindergarten Cop,movie,N/A,"Murray Salem (story), Murray Salem (screenplay), Herschel Weingrod (screenplay), Timothy Harris (screenplay)",1990,tt0099938,6.1,"126,100",
41,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill",Won 1 Oscar. Another 2 wins & 7 nominations.,N/A,USA,01 Dec 1998,John McTiernan,,"Action, Adventure, Thriller","English, Russian",58,"In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?",https://m.media-amazon.com/images/M/MV5BY2Y5NWVjMmQtMWRmOC00ZTg3LWI3YWQtZGI2MWUwNWQ4OWQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",02 Mar 1990,True,135 min,The Hunt for Red October,movie,N/A,"Tom Clancy (novel), Larry Ferguson (screenplay), Donald E. Stewart (screenplay)",1990,tt0099810,7.6,"165,629",
42,"Warren Beatty, Charlie Korsmo, Michael Donovan O'Donnell, Jim Wilkey",Won 3 Oscars. Another 6 wins & 36 nominations.,N/A,USA,02 Apr 2002,Warren Beatty,,"Action, Comedy, Crime, Music, Romance, Thriller",English,N/A,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,https://m.media-amazon.com/images/M/MV5BMzA5MDg5ZDAtOWE1YS00Nzg2LTk5NzUtMDY3ZDZlN2U2M2ZlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Buena Vista Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",15 Jun 1990,True,105 min,Dick Tracy,movie,N/A,"Chester Gould (based on characters created by: for the Dick Tracy comic strip distributed by Tribune Media Services,  Inc.), Jim Cash, Jack Epps Jr.",1990,tt0099422,6.1,"53,593",
43,"Tom Cruise, Nicole Kidman, Robert Duvall, Randy Quaid",Nominated for 1 Oscar. Another 1 win & 1 nomination.,N/A,USA,25 May 1999,Tony Scott,,"Action, Drama, Sport","English, French",60,A young hot-shot stock car driver gets his chance to compete at the top level.,https://m.media-amazon.com/images/M/MV5BNjc5NjQ1ODIzN15BMl5BanBnXkFtZTgwMjkwNTg4NjE@._V1_SX300.jpg,Paramount Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",27 Jun 1990,True,107 min,Days of Thunder,movie,N/A,"Robert Towne (story), Tom Cruise (story), Robert Towne (screenplay)",1990,tt0099371,6.0,"72,291",
44,"Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe",N/A,N/A,USA,16 Feb 1999,Walter Hill,,"Action, Comedy, Crime, Drama, Mystery, Thriller","English, Cantonese",23,"Jack Cates once again enlists the aid of ex-con Reggie Hammond--this time, to take down The Iceman, a ruthless drug lord operating in the San Francisco bay area.",https://m.media-amazon.com/images/M/MV5BNTAzOTE4MzgwNV5BMl5BanBnXkFtZTgwNDgwNTg4NjE@._V1_SX300.jpg,Paramount Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",08 Jun 1990,True,93 min,Another 48 Hrs.,movie,N/A,"Roger Spottiswoode (characters), Walter Hill (characters), Larry Gross (characters), Steven E. de Souza (characters), Eddie Murphy (story), John Fasano (screenplay), Jeb Stuart (screenplay), Larry Gross (screenplay)",1990,tt0099044,5.8,"35,553",
45,"Mel Gibson, Goldie Hawn, David Carradine, Bill Duke",N/A,N/A,USA,21 Jul 1998,John Badham,,"Action, Comedy",English,36,An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.,https://m.media-amazon.com/images/M/MV5BNzU5MTQyNzEwNV5BMl5BanBnXkFtZTgwMTgwNTg4NjE@._V1_SX300.jpg,MCA Universal Home Video,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",18 May 1990,True,110 min,Bird on a Wire,movie,N/A,"Louis Venosta (story), Eric Lerner (story), David Seltzer (screenplay), Louis Venosta (screenplay), Eric Lerner (screenplay)",1990,tt0099141,5.9,"36,834",
46,"Al Pacino, Diane Keaton, Talia Shire, Andy Garcia",Nominated for 7 Oscars. Another 6 wins & 15 nominations.,N/A,USA,24 May 2005,Francis Ford Coppola,,"Crime, Drama","English, Italian, German, Latin",60,"In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.",https://m.media-amazon.com/images/M/MV5BNTc1YjhiNzktMjEyNS00YmNhLWExYjItZDhkNWJjZjYxOWZiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",25 Dec 1990,True,162 min,The Godfather: Part III,movie,N/A,"Mario Puzo, Francis Ford Coppola",1990,tt0099674,7.6,"328,270",
47,"Sylvester Stallone, Talia Shire, Burt Young, Sage Stallone",9 nominations.,N/A,USA,18 Mar 2003,John G. Avildsen,,"Drama, Sport","English, Italian",55,"Reluctantly retired from boxing, and back from riches to rags, Rocky takes on a new protege who betrays him, as the champ's son must adjust to his family's new life after bankruptcy.",https://m.media-amazon.com/images/M/MV5BMTM2Mzc4MTYxM15BMl5BanBnXkFtZTcwODY5NTk1NA@@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",16 Nov 1990,True,104 min,Rocky V,movie,http://www.rocky.com/,Sylvester Stallone,1990,tt0100507,5.3,"117,225",
48,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall",Nominated for 1 Oscar. Another 9 wins & 21 nominations.,N/A,USA,18 Dec 2001,Tim Burton,,"Drama, Fantasy, Romance",English,74,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",https://m.media-amazon.com/images/M/MV5BNDUxN2I5NDUtZjdlMC00NjlmLTg0OTQtNjk0NjAxZjFmZTUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",14 Dec 1990,True,105 min,Edward Scissorhands,movie,N/A,"Tim Burton (story), Caroline Thompson (story), Caroline Thompson (screenplay)",1990,tt0099487,7.9,"417,021",
49,"John Ritter, Jack Warden, Michael Oliver, Gilbert Gottfried",1 nomination.,N/A,USA,19 Oct 1999,Dennis Dugan,,"Comedy, Family",English,27,A young boy is just short of a monster. He is adopted by a loving man and his wacky wife. The laughs keep coming as the boy pushes them to the limits.,https://m.media-amazon.com/images/M/MV5BYzk3NGI4NjgtYTJkNS00NzBmLTllYTAtYzE1ZGJlOWQ0MDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27 Jul 1990,True,81 min,Problem Child,movie,N/A,"Scott Alexander, Larry Karaszewski",1990,tt0100419,5.3,"25,864",
50,"Steven Seagal, Basil Wallace, Keith David, Tom Wright",N/A,N/A,USA,18 Dec 2001,Dwight H. Little,,"Action, Adventure, Crime, Drama, Thriller",English,49,A retired DEA agent is out to hunt down and take out a Jamaican drug posse that has targeted he and his family for murder.,https://m.media-amazon.com/images/M/MV5BMzcwNTIzZmEtNzMwMC00OTMyLWFiNTQtZjUxZGYzMDk4MzkwXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",05 Oct 1990,True,93 min,Marked for Death,movie,N/A,"Michael Grais, Mark Victor",1990,tt0100114,5.9,"18,206",
51,"Kevin Peter Hall, Danny Glover, Gary Busey, Rubén Blades",1 win & 4 nominations.,N/A,USA,04 Feb 2003,Stephen Hopkins,,"Action, Horror, Sci-Fi",English,46,"Amidst a territorial gang war in 1997, a sophisticated alien hunter stalks the citizens of Los Angeles and the only man between him and his prey is veteran L.A.P.D. officer, Lieutenant Mike Harrigan.",https://m.media-amazon.com/images/M/MV5BNThjZjI4NTgtZDk4Mi00ZjI1LWExZGUtNTRkOWY1ZTY3M2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",21 Nov 1990,True,108 min,Predator 2,movie,"http://Rated R for strong violence and language, and for sensuality and drug con","Jim Thomas (characters), John Thomas (characters), Jim Thomas, John Thomas",1990,tt0100403,6.3,"134,346",
52,"Liam Neeson, Frances McDormand, Colin Friels, Larry Drake",2 wins & 8 nominations.,N/A,USA,31 Mar 1998,Sam Raimi,,"Action, Sci-Fi, Thriller",English,65,A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.,https://m.media-amazon.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",24 Aug 1990,True,96 min,Darkman,movie,N/A,"Sam Raimi (story), Chuck Pfarrer (screenplay), Sam Raimi (screenplay), Ivan Raimi (screenplay), Daniel Goldin (screenplay), Joshua Goldin (screenplay)",1990,tt0099365,6.4,"54,352",
53,"Melanie Griffith, Matthew Modine, Michael Keaton, Mako",N/A,N/A,USA,01 Jun 2004,John Schlesinger,,Thriller,English,N/A,"A couple work hard to renovate their dream house and become landlords to pay for it. Unfortunately, one of their tenants has plans of his own.",https://m.media-amazon.com/images/M/MV5BMTYwMTEzMjgwMl5BMl5BanBnXkFtZTgwOTU1NTk4NjE@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}]",28 Sep 1990,True,102 min,Pacific Heights,movie,N/A,Daniel Pyne,1990,tt0100318,6.4,"16,385",
54,"George C. Scott, Ed Flanders, Brad Dourif, Jason Miller",2 wins & 5 nominations.,N/A,USA,05 Jun 2001,William Peter Blatty,,"Drama, Horror, Mystery",English,48,"A police Lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.",https://m.media-amazon.com/images/M/MV5BZDEwMmYxM2MtZGQyMy00NTRjLWJjMTMtYWM1NWU1ZWNhZTY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,WARNER BROTHERS PICTURES,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",17 Aug 1990,True,110 min,The Exorcist III,movie,N/A,"William Peter Blatty (screenplay), William Peter Blatty (novel)",1990,tt0099528,6.3,"22,154",
55,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
56,"Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins",1 nomination.,N/A,USA,25 Jul 2000,Roger Spottiswoode,,"Action, Comedy","English, Lao",33,A young pilot finds himself recruited unwittingly into a covert and corrupt C.I.A. airlift organization operating in Vietnam War-era Laos.,https://m.media-amazon.com/images/M/MV5BNDRiNzdlYzUtNzIxMy00OGI4LThlNjQtNTI3Njg5NjVlOWJkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,Live Home Video,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",10 Aug 1990,True,113 min,Air America,movie,N/A,"Christopher Robbins (book), John Eskow (screenplay), Richard Rush (screenplay)",1990,tt0099005,5.8,"25,412",
57,"Bill Cosby, Kimberly Russell, Denise Nicholas, Ian Bannen",3 nominations.,N/A,USA,15 Feb 2000,Sidney Poitier,,"Comedy, Family, Fantasy",English,N/A,"Elliot Hopper is a widower with three children, he is currently working on a deal. It seems like his wife's illness was very costly and this deal could put them out of the red. However, he ...",https://m.media-amazon.com/images/M/MV5BNzUxYmZlNzctYjZlNy00YTQzLWFiM2UtY2UxOGY4MDYyMjExXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,MCA Universal Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}]",29 Jun 1990,True,83 min,Ghost Dad,movie,N/A,"Brent Maddock (story), S.S. Wilson (story), Phil Alden Robinson (screenplay), Brent Maddock (screenplay), S.S. Wilson (screenplay)",1990,tt0099654,4.3,"7,001",
58,"Fred Ward, Uma Thurman, Maria de Medeiros, Richard E. Grant",Nominated for 1 Oscar. Another 1 win & 3 nominations.,N/A,"USA, France",23 Feb 1999,Philip Kaufman,,"Biography, Drama","English, French",N/A,"In 1931 Paris, Anais Nin meets Henry Miller and his wife June. Intrigued by them both, she begins expanding her sexual horizons with her husband Hugo as well as with Henry and others. June ...",https://m.media-amazon.com/images/M/MV5BNDUzNzQ1OTI3Ml5BMl5BanBnXkFtZTgwMjY5Mzk4NjE@._V1_SX300.jpg,MCA Universal Home Video,NC-17,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",05 Oct 1990,True,136 min,Henry & June,movie,N/A,"Anaïs Nin (book), Philip Kaufman (screenplay), Rose Kaufman (screenplay)",1990,tt0099762,6.3,"11,648",
59,"Lena Stolze, Hans-Reinhard Müller, Monika Baumgartner, Elisabeth Bertram",Nominated for 1 Oscar. Another 11 wins & 5 nominations.,N/A,West Germany,20 Nov 1991,Michael Verhoeven,,"Comedy, Drama, History, War",German,N/A,"When a young woman investigates her town's Nazi past, the community turns against her.",https://m.media-amazon.com/images/M/MV5BY2Q4MGI0ZmEtNDA5Ny00Njg3LWI0N2UtMzM5NWU5ZjQzNTJhXkEyXkFqcGdeQXVyMTAyNDU2NDM@._V1_SX300.jpg,Miramax,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",01 Mar 1991,True,92 min,The Nasty Girl,movie,N/A,Michael Verhoeven,1990,tt0100557,7.4,"2,277",
60,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,
61,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick",Won 4 Oscars. Another 27 wins & 27 nominations.,"$198,116,802",USA,31 Mar 1998,James Cameron,,"Action, Sci-Fi","English, Spanish",75,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more advanced and powerful cyborg.",https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,TriStar Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",03 Jul 1991,True,137 min,Terminator 2: Judgment Day,movie,N/A,"James Cameron, William Wisher",1991,tt0103064,8.5,"917,558",
62,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater",Nominated for 1 Oscar. Another 16 wins & 19 nominations.,N/A,"USA, UK",30 Sep 1997,Kevin Reynolds,,"Action, Adventure, Drama, Romance","English, Arabic",51,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",https://m.media-amazon.com/images/M/MV5BODM3MjA3NDM3M15BMl5BanBnXkFtZTgwMDc1NjUwMjI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",14 Jun 1991,True,143 min,Robin Hood: Prince of Thieves,movie,N/A,"Pen Densham (story), Pen Densham (screenplay), John Watson (screenplay)",1991,tt0102798,6.9,"166,966",
