ID,Actors,Country,Director,Genre,Metascore,Poster,Ratings,Title,Writer,Year,imdbID,imdbRating,imdbVotes,Characters
34,"Harrison Ford, Brian Dennehy, Raul Julia, Bonnie Bedelia",USA,Alan J. Pakula,"Mystery, Thriller",72.0,https://m.media-amazon.com/images/M/MV5BMjMyODU4NjQwMV5BMl5BanBnXkFtZTgwMTkwNTg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Presumed Innocent,"Scott Turow (novel), Frank Pierson (screenplay), Alan J. Pakula (screenplay)",1990,tt0100404,6.9,"34,619","Rusty Sabich, Raymond Horgan, Sandy Stern, Barbara Sabich, Judge Larren Lyttle, Carolyn Polhemus, Detective Dan Lipranzer, Tommy Molto, Nico Della Guardia, Eugenia"
35,"Judith Hoag, Elias Koteas, Josh Pais, David Forman","USA, Hong Kong",Steve Barron,"Action, Adventure, Comedy, Family, Sci-Fi",51.0,https://m.media-amazon.com/images/M/MV5BNzg3NTQ4NDk5NV5BMl5BanBnXkFtZTgwNzMzNDg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Teenage Mutant Ninja Turtles,"Kevin Eastman (characters), Peter Laird (characters), Bobby Herbeck (story), Todd W. Langen (screenplay), Bobby Herbeck (screenplay)",1990,tt0100758,6.8,"79,007","April O'Neil, Casey Jones, Raphael (voice) / Passenger In Cab, Leonardo / Gang Member, Leonardo (voice), Donatello / Foot Messenger, Donatello (voice), Michaelangelo / Pizza Man, Michaelangelo (voice), Splinter (voice)"
36,"Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed, Linda Hunt",USA,Ivan Reitman,"Comedy, Crime",61.0,https://m.media-amazon.com/images/M/MV5BMjMyMTIyOTc0N15BMl5BanBnXkFtZTgwODY1NTk4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",Kindergarten Cop,"Murray Salem (story), Murray Salem (screenplay), Herschel Weingrod (screenplay), Timothy Harris (screenplay)",1990,tt0099938,6.1,"126,100","Kimble, Joyce, Phoebe, Miss Schlowski, Crisp, Eleanor Crisp, Dominic, Dominic, Sylvester's Mother, Samantha's Mother"
37,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill",USA,John McTiernan,"Action, Adventure, Thriller",58.0,https://m.media-amazon.com/images/M/MV5BY2Y5NWVjMmQtMWRmOC00ZTg3LWI3YWQtZGI2MWUwNWQ4OWQ2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",The Hunt for Red October,"Tom Clancy (novel), Larry Ferguson (screenplay), Donald E. Stewart (screenplay)",1990,tt0099810,7.6,"165,629","Marko Ramius, Jack Ryan, Bart Mancuso, Captain Borodin, Admiral Greer, Andrei Lysenko, Jeffrey Pelt, Ivan Putin, Dr. Petrov, Seaman Jones"
38,"Warren Beatty, Charlie Korsmo, Michael Donovan O'Donnell, Jim Wilkey",USA,Warren Beatty,"Action, Comedy, Crime, Music, Romance, Thriller",,https://m.media-amazon.com/images/M/MV5BMzA5MDg5ZDAtOWE1YS00Nzg2LTk5NzUtMDY3ZDZlN2U2M2ZlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",Dick Tracy,"Chester Gould (based on characters created by: for the Dick Tracy comic strip distributed by Tribune Media Services,  Inc.), Jim Cash, Jack Epps Jr.",1990,tt0099422,6.1,"53,593","Dick Tracy, Kid, McGillicuddy, Stooge, Shoulders, The Rodent, The Brow, Little Face, Flattop, Itchy"
39,"Tom Cruise, Nicole Kidman, Robert Duvall, Randy Quaid",USA,Tony Scott,"Action, Drama, Sport",60.0,https://m.media-amazon.com/images/M/MV5BNjc5NjQ1ODIzN15BMl5BanBnXkFtZTgwMjkwNTg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Days of Thunder,"Robert Towne (story), Tom Cruise (story), Robert Towne (screenplay)",1990,tt0099371,6.0,"72,291","Cole Trickle, Dr. Claire Lewicki, Harry Hogge, Tim Daland, Russ Wheeler, Rowdy Burns, Big John, Buck Bretherton, Waddell, Aldo Bennedetti"
40,"Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe",USA,Walter Hill,"Action, Comedy, Crime, Drama, Mystery, Thriller",23.0,https://m.media-amazon.com/images/M/MV5BNTAzOTE4MzgwNV5BMl5BanBnXkFtZTgwNDgwNTg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",Another 48 Hrs.,"Roger Spottiswoode (characters), Walter Hill (characters), Larry Gross (characters), Steven E. de Souza (characters), Eddie Murphy (story), John Fasano (screenplay), Jeb Stuart (screenplay), Larry Gross (screenplay)",1990,tt0099044,5.8,"35,553","Reggie Hammond, Jack Cates, Ben Kehoe, Blake Wilson, Frank Cruise, Willie Hickok, Richard 'Cherry' Ganz, Kirkland Smith, Tyrone Burroughs, Malcolm Price"
41,"Mel Gibson, Goldie Hawn, David Carradine, Bill Duke",USA,John Badham,"Action, Comedy",36.0,https://m.media-amazon.com/images/M/MV5BNzU5MTQyNzEwNV5BMl5BanBnXkFtZTgwMTgwNTg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",Bird on a Wire,"Louis Venosta (story), Eric Lerner (story), David Seltzer (screenplay), Louis Venosta (screenplay), Eric Lerner (screenplay)",1990,tt0099141,5.9,"36,834","Rick Jarmin, Marianne Graves, Eugene Sorenson, Albert Diggs, Joe Weyburn, Rachel Varney, Marvin, Lou Baird, Raun, Jamie"
42,"Al Pacino, Diane Keaton, Talia Shire, Andy Garcia",USA,Francis Ford Coppola,"Crime, Drama",60.0,https://m.media-amazon.com/images/M/MV5BNTc1YjhiNzktMjEyNS00YmNhLWExYjItZDhkNWJjZjYxOWZiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",The Godfather: Part III,"Mario Puzo, Francis Ford Coppola",1990,tt0099674,7.6,"328,270","Don Michael Corleone, Kay Adams Michelson, Connie Corleone Rizzi, Vincent Mancini, Don Altobello, Joey Zasa, B.J. Harrison, Grace Hamilton, Mary Corleone, Cardinal Lamberto"
43,"Sylvester Stallone, Talia Shire, Burt Young, Sage Stallone",USA,John G. Avildsen,"Drama, Sport",55.0,https://m.media-amazon.com/images/M/MV5BMTM2Mzc4MTYxM15BMl5BanBnXkFtZTcwODY5NTk1NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Rocky V,Sylvester Stallone,1990,tt0100507,5.3,"117,225","Rocky Balboa, Adrian, Paulie, Rocky Balboa Jr., Mickey Goldmill, Tommy 'Machine' Gunn, George Washington Duke, Duke, Jimmy (as James Gambina), Karen"
44,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall",USA,Tim Burton,"Drama, Fantasy, Romance",74.0,https://m.media-amazon.com/images/M/MV5BNDUxN2I5NDUtZjdlMC00NjlmLTg0OTQtNjk0NjAxZjFmZTUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Edward Scissorhands,"Tim Burton (story), Caroline Thompson (story), Caroline Thompson (screenplay)",1990,tt0099487,7.9,"417,021","Edward Scissorhands, Kim, Peg, Jim, Joyce, Kevin, Helen, Marge, Officer Allen, Esmeralda"
45,"John Ritter, Jack Warden, Michael Oliver, Gilbert Gottfried",USA,Dennis Dugan,"Comedy, Family",27.0,https://m.media-amazon.com/images/M/MV5BYzk3NGI4NjgtYTJkNS00NzBmLTllYTAtYzE1ZGJlOWQ0MDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",Problem Child,"Scott Alexander, Larry Karaszewski",1990,tt0100419,5.3,"25,864","Benjamin 'Ben' Healy, Jr., Benjamin 'Big Ben' Healy, Sr., Junior, Mr. Peabody, Flo Healy, Martin Beck, Roy, Lorraine, Kid #3, Catcher"
46,"Steven Seagal, Basil Wallace, Keith David, Tom Wright",USA,Dwight H. Little,"Action, Adventure, Crime, Drama, Thriller",49.0,https://m.media-amazon.com/images/M/MV5BMzcwNTIzZmEtNzMwMC00OTMyLWFiNTQtZjUxZGYzMDk4MzkwXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",Marked for Death,"Michael Grais, Mark Victor",1990,tt0100114,5.9,"18,206","John Hatcher, Screwface, Max, Charles, Leslie, Melissa, Kate Hatcher, Tracey, Tito Barco, Duvall"
47,"Kevin Peter Hall, Danny Glover, Gary Busey, Rubén Blades",USA,Stephen Hopkins,"Action, Horror, Sci-Fi",46.0,https://m.media-amazon.com/images/M/MV5BNThjZjI4NTgtZDk4Mi00ZjI1LWExZGUtNTRkOWY1ZTY3M2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",Predator 2,"Jim Thomas (characters), John Thomas (characters), Jim Thomas, John Thomas",1990,tt0100403,6.3,"134,346","The Predator, Lieutenant Mike Harrigan, Peter Keyes, Danny Archuleta (as Ruben Blades), Leona Cantrell, Jerry Lambert, Captain Phil Heinemann, Garber, Captain B. Pilgrim, Tony Pope"
48,"Liam Neeson, Frances McDormand, Colin Friels, Larry Drake",USA,Sam Raimi,"Action, Sci-Fi, Thriller",65.0,https://m.media-amazon.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Darkman,"Sam Raimi (story), Chuck Pfarrer (screenplay), Sam Raimi (screenplay), Ivan Raimi (screenplay), Daniel Goldin (screenplay), Joshua Goldin (screenplay)",1990,tt0099365,6.4,"54,352","Peyton Westlake / Darkman, Julie Hastings, Louis Strack Jr., Robert G. Durant, Yakitito, Eddie Black, Rudy Guzman, Skip (as Danny Hicks), Rick (as Theodore Raimi), Smiley"
49,"Melanie Griffith, Matthew Modine, Michael Keaton, Mako",USA,John Schlesinger,Thriller,,https://m.media-amazon.com/images/M/MV5BMTYwMTEzMjgwMl5BMl5BanBnXkFtZTgwOTU1NTk4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}]",Pacific Heights,Daniel Pyne,1990,tt0100318,6.4,"16,385","Patty Palmer, Drake Goodman, Carter Hayes, Toshio Watanabe, Mira Watanabe, Stephanie MacDonald, Lou Baker, Dennis Reed, Greg, Florence Peters"
50,"George C. Scott, Ed Flanders, Brad Dourif, Jason Miller",USA,William Peter Blatty,"Drama, Horror, Mystery",48.0,https://m.media-amazon.com/images/M/MV5BZDEwMmYxM2MtZGQyMy00NTRjLWJjMTMtYWM1NWU1ZWNhZTY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",The Exorcist III,"William Peter Blatty (screenplay), William Peter Blatty (novel)",1990,tt0099528,6.3,"22,154","Kinderman, Father Dyer, The Gemini Killer, Patient X, Father Morning, Dr. Temple, Nurse Allerton, Stedman (as George Dicenzo), Ryan, University President"
51,"Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins",USA,Roger Spottiswoode,"Action, Comedy",33.0,https://m.media-amazon.com/images/M/MV5BNDRiNzdlYzUtNzIxMy00OGI4LThlNjQtNTI3Njg5NjVlOWJkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",Air America,"Christopher Robbins (book), John Eskow (screenplay), Richard Rush (screenplay)",1990,tt0099005,5.8,"25,412","Gene, Billy, Corinne Landreaux, Major Donald Lemond, Rob Diehl, Senator Davenport, Jack Neely (as Art La Fleur), Pirelli, O.V., Saunders"
52,"Bill Cosby, Kimberly Russell, Denise Nicholas, Ian Bannen",USA,Sidney Poitier,"Comedy, Family, Fantasy",,https://m.media-amazon.com/images/M/MV5BNzUxYmZlNzctYjZlNy00YTQzLWFiM2UtY2UxOGY4MDYyMjExXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}]",Ghost Dad,"Brent Maddock (story), S.S. Wilson (story), Phil Alden Robinson (screenplay), Brent Maddock (screenplay), S.S. Wilson (screenplay)",1990,tt0099654,4.3,"7,001","Elliot Hopper, Diane Hopper, Joan, Sir Edith Moser, Carol, Mr. Emery Collins, Danny Hopper, Amanda Hopper, Mr. Seymour, Tony Ricker"
53,"Fred Ward, Uma Thurman, Maria de Medeiros, Richard E. Grant","USA, France",Philip Kaufman,"Biography, Drama",,https://m.media-amazon.com/images/M/MV5BNDUzNzQ1OTI3Ml5BMl5BanBnXkFtZTgwMjY5Mzk4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",Henry & June,"Anaïs Nin (book), Philip Kaufman (screenplay), Rose Kaufman (screenplay)",1990,tt0099762,6.3,"11,648","Henry Miller, June Miller, Anaïs Nin, Hugo, Osborn, Eduardo (as Jean-Philippe Ecoffey), Jack, Publisher / Editor (as Jean-Luis Bunuel), Spanish Dance Instructor (as Feodor Atkine), Emilia"
54,"Lena Stolze, Hans-Reinhard Müller, Monika Baumgartner, Elisabeth Bertram",West Germany,Michael Verhoeven,"Comedy, Drama, History, War",,https://m.media-amazon.com/images/M/MV5BY2Q4MGI0ZmEtNDA5Ny00Njg3LWI0N2UtMzM5NWU5ZjQzNTJhXkEyXkFqcGdeQXVyMTAyNDU2NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]",The Nasty Girl,Michael Verhoeven,1990,tt0100557,7.4,"2,277","Sonja, Juckenack, Sonja's mother, Sonja's grandma, Paul Rosenberger, Martin, Sonja's uncle, Miss Juckenack, Archivist Schulz, Owner of the Swingboat"
55,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick",USA,James Cameron,"Action, Sci-Fi",75.0,https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Terminator 2: Judgment Day,"James Cameron, William Wisher",1991,tt0103064,8.5,"917,558","The Terminator, Sarah Connor, John Connor, T-1000, Dr. Silberman, Miles Dyson, Tarissa Dyson, Enrique Salceda, Tim, Janelle Voight"
56,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio, Christian Slater","USA, UK",Kevin Reynolds,"Action, Adventure, Drama, Romance",51.0,https://m.media-amazon.com/images/M/MV5BODM3MjA3NDM3M15BMl5BanBnXkFtZTgwMDc1NjUwMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",Robin Hood: Prince of Thieves,"Pen Densham (story), Pen Densham (screenplay), John Watson (screenplay)",1991,tt0102798,6.9,"166,966","Robin of Locksley, Azeem, Marian, Will Scarlett, Sheriff of Nottingham, Mortianna, Friar Tuck (as Micheal McShane), Lord Locksley, Guy of Gisborne, Little John"
57,"Robby Benson, Jesse Corti, Rex Everhart, Angela Lansbury",USA,"Gary Trousdale, Kirk Wise","Animation, Family, Fantasy, Musical, Romance",95.0,https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",Beauty and the Beast,"Linda Woolverton (animation screenplay by), Brenda Chapman (story by), Chris Sanders (story by), Burny Mattinson (story by), Kevin Harkey (story by), Brian Pimental (story by), Bruce Woodside (story by), Joe Ranft (story by), Tom Ellery (story by), Kelly Asbury (story by), Robert Lence (story by)",1991,tt0101414,8.0,"393,039","Beast (voice), Lefou (voice), Maurice (voice), Mrs. Potts (voice), Belle (voice), Lumiere (voice), Chip (voice) (as Bradley Michael Pierce), Cogsworth / Narrator (voice), Gaston (voice), Wardrobe (voice)"
58,"Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins",USA,Steven Spielberg,"Adventure, Comedy, Family, Fantasy",52.0,https://m.media-amazon.com/images/M/MV5BNmJjNTQzMjctMmE2NS00ZmYxLWE1NjYtYmRmNjNiMzljOTc3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",Hook,"J.M. Barrie (books), J.M. Barrie (play), James V. Hart (screen story), Nick Castle (screen story), James V. Hart (screenplay), Malia Scotch Marmo (screenplay)",1991,tt0102057,6.7,"215,825","Captain Hook, Peter Banning, Tinkerbell, Smee, Granny Wendy, Moira Banning, Jack 'Jackie' Banning, Maggie Banning, Liza, Wendy's Housekeeper, Inspector Good"
59,"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz",USA,Jonathan Demme,"Crime, Drama, Thriller",85.0,https://m.media-amazon.com/images/M/MV5BNjNhZTk0ZmEtNjJhMi00YzFlLWE1MmEtYzM1M2ZmMGMwMTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",The Silence of the Lambs,"Thomas Harris (novel), Ted Tally (screenplay)",1991,tt0102926,8.6,"1,144,918","Clarice Starling, FBI Instructor, Ardelia Mapp, Agent Burroughs, Jack Crawford, Dr. Frederick Chilton, Barney, Friendly Psychopath, Brooding Psychopath, Miggs"
60,"Sally Kirkland, Anthony Ramirez, Ray LePere, Steve Reed","France, USA",Oliver Stone,"Drama, History, Thriller",72.0,https://m.media-amazon.com/images/M/MV5BYjYyODExMDctZjgwYy00ZjQwLWI4OWYtOGFlYjA4ZjEzNmY1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",JFK,"Oliver Stone (screenplay), Zachary Sklar (screenplay), Jim Garrison (book), Jim Marrs (book)",1991,tt0102138,8.0,"131,135","Rose Cheramie, Epileptic, Zapruder, John F. Kennedy - Double, Jackie Kennedy - Double (as Jodi Farber), Nellie Connally - Double, Gov. Connally - Double, Jim Garrison, Lou Ivon, Plaza Witness #1"
61,"Anjelica Huston, Raul Julia, Christopher Lloyd, Dan Hedaya",USA,Barry Sonnenfeld,"Comedy, Fantasy",57.0,https://m.media-amazon.com/images/M/MV5BODc1NmY0MDUtNjUzNS00ODdhLWJlN2ItMTgwZjczZjI0MDkyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",The Addams Family,"Charles Addams (characters), Caroline Thompson, Larry Wilson",1991,tt0101272,6.9,"115,938","Morticia Addams, Gomez Addams, Uncle Fester Addams / Gordon Craven, Tully Alford, Abigail Craven / Dr. Greta Pinder-Schloss, Granny, Lurch, Margaret Alford, Judge Womack, Wednesday Addams"
62,"Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis",USA,Martin Scorsese,"Crime, Thriller",73.0,https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Cape Fear,"John D. MacDonald (novel), James R. Webb (earlier screenplay), Wesley Strick (screenplay)",1991,tt0101540,7.3,"155,121","Max Cady, Sam Bowden, Leigh Bowden, Danielle Bowden, Claude Kersek, Lieutenant Elgart, Lee Heller, Judge, Lori Davis, Tom Broadbent"
63,"Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges",USA,Jim Abrahams,"Action, Comedy",61.0,https://m.media-amazon.com/images/M/MV5BNzgxNmI1ODItZWZlYy00ZjE0LWIwYjgtMTk2MzU0MjhkOWIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",Hot Shots!,"Jim Abrahams, Pat Proft",1991,tt0102059,6.7,"92,382","Topper Harley / Rhett Butler / Superman, Kent Gregory, Ramada Thompson / Scarlett O'Hara / Lois Lane, Admiral Benson, Lt. Commander Block, Jim 'Wash Out' Pfaffenbach, Pete 'Dead Meat' Thompson, Kowalski, Wilson, Buzz Harley"
64,"Billy Crystal, Daniel Stern, Bruno Kirby, Patricia Wettig",USA,Ron Underwood,Comedy,70.0,https://m.media-amazon.com/images/M/MV5BMTkwNjM2MTc5NF5BMl5BanBnXkFtZTcwMzQ2NjEzNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",City Slickers,"Lowell Ganz, Babaloo Mandel",1991,tt0101587,6.7,"44,591","Mitch Robbins, Phil Berquist, Ed Furillo, Barbara Robbins, Bonnie Rayburn, Curly, Clay Stone, Cookie, Barry Shalowitz, Ira Shalowitz"
65,"Julia Roberts, Patrick Bergin, Kevin Anderson, Elizabeth Lawrence",USA,Joseph Ruben,"Drama, Thriller",48.0,https://m.media-amazon.com/images/M/MV5BMzMzN2MxZDQtZjA0YS00ZTIzLThkYjktYzA0ZDIzOTAxMGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Sleeping with the Enemy,"Nancy Price (novel), Ronald Bass (screenplay)",1991,tt0102945,6.2,"45,549","Laura Burney, Martin Burney, Ben Woodward, Chloe Williams, Fleishman, Dr. Rissner, Locke, Julie, Garber, Woman on Bus"
66,"Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland",USA,Ron Howard,"Action, Crime, Drama, Mystery, Thriller",38.0,https://m.media-amazon.com/images/M/MV5BZTFjOWVkNjUtYTdkOC00MGQ5LWI5OTQtMTIyYzQwN2UzMDgzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",Backdraft,Gregory Widen,1991,tt0101393,6.7,"66,790","Stephen McCaffrey / Dennis McCaffrey, Brian McCaffrey, Donald Rimgale, Ronald Bartel, Jennifer Vaitkus, John Adcox, Helen McCaffrey, Tim Krizminski, Marty Swayzak, Chief John Fitzgerald (as Tony Mockus Sr.)"
67,"Kathy Bates, Mary Stuart Masterson, Mary-Louise Parker, Jessica Tandy",USA,Jon Avnet,Drama,64.0,https://m.media-amazon.com/images/M/MV5BOWQ1ZWE0MTQtMmEwOS00YjA3LTgyZTAtNjY5ODEyZTJjNDI2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Fried Green Tomatoes,"Fannie Flagg (novel), Fannie Flagg (screenplay), Carol Sobieski (screenplay)",1991,tt0101921,7.7,"61,435","Evelyn Couch, Idgie Threadgoode, Ruth Jamison, Ninny Threadgoode, Sipsey, Buddy Threadgoode, Big George, Ed Couch, Smokey Lonesome (as Tim Scott), Grady Kilgore"
